Date,Natural1,Natural2,Natural3,Stock
2016-11-01,,,,
2016-11-02,-0.84,-0.84,3.75,-0.96
2016-11-03,-1.34,1.72,1.72,-0.2
2016-11-04,0.83,0.83,0.83,-0.11
2016-11-07,-3.65,-3.65,-3.65,2.55
2016-11-08,2.36,2.36,2.36,-0.24
2016-11-09,-0.83,-0.83,-2.23,-2.15
2016-11-10,2.25,2.25,2.25,-6.77
2016-11-11,-0.27,-0.27,-0.27,-0.64
2016-11-14,-2.93,-2.93,-2.93,-1.4
2016-11-15,-1.76,-1.76,-1.76,0.21
2016-11-16,4.12,4.12,-0.04,1.6
2016-11-17,-3.48,1.63,1.63,-0.16
2016-11-18,0.79,0.79,0.79,0.18
2016-11-21,-0.24,-0.24,-1.51,2.75
2016-11-22,-1.51,-0.06,-1.49,0.08
2016-11-23,2.17,-0.99,-0.99,-0.35
2016-11-25,0.21,0.21,0.21,-0.28
2016-11-28,-3.04,-3.04,-3.04,-0.48
2016-11-29,1.56,1.56,1.56,0.58
2016-11-30,4.92,4.92,-0.42,-0.51
2016-12-01,-0.14,-1.47,-1.47,0.22
2016-12-02,1.73,1.73,1.73,3.59
2016-12-05,-2.84,-2.84,-2.84,-1.65
2016-12-06,-0.73,-0.73,-0.73,5.41
2016-12-07,0.17,0.17,5.78,0.82
2016-12-08,0.27,-2.86,-2.86,-2.15
2016-12-09,-0.63,-0.63,-0.63,-0.36
2016-12-12,-1.77,-1.77,-1.77,-0.05
2016-12-13,-1.8,-1.8,-1.8,0.95
2016-12-14,2.0,2.0,1.75,-0.34
2016-12-15,-0.45,1.4,1.4,1.56
2016-12-16,0.34,0.34,0.34,-0.78
2016-12-19,-1.94,-1.94,-1.94,1.23
2016-12-20,-1.82,-1.82,-1.82,-0.33
2016-12-21,0.47,0.47,-0.4,1.38
2016-12-22,-0.36,3.35,3.35,-0.92
2016-12-23,1.05,1.05,1.05,0.01
2016-12-27,-1.34,-1.34,-1.34,2.76
2016-12-28,-0.91,-0.91,4.38,-2.46
2016-12-29,-0.04,2.5,2.5,-0.56
2016-12-30,-2.94,-2.94,-2.94,-1.53
2017-01-03,0.34,0.34,0.34,3.69
2017-01-04,-3.49,-3.49,0.39,1.92
2017-01-05,-0.66,2.71,2.71,2.4
2017-01-06,-3.57,-3.57,-3.57,-0.74
2017-01-09,-1.58,-1.58,-1.58,-0.12
2017-01-10,0.58,0.58,0.58,-1.06
2017-01-11,1.04,1.04,7.94,0.61
2017-01-12,-2.86,0.53,0.53,-1.32
2017-01-13,0.97,0.97,0.97,4.52
2017-01-17,-1.34,-1.34,-1.34,-0.81
2017-01-18,1.99,1.99,1.67,0.37
2017-01-19,-0.88,14.15,14.15,5.15
2017-01-20,-23.24,-23.24,-23.24,0.19
2017-01-23,18.66,18.66,18.66,-1.21
2017-01-24,10.94,10.94,10.94,2.72
2017-01-25,-17.86,-17.86,3.12,-0.59
2017-01-26,11.57,0.0,0.0,-0.56
2017-01-27,0.0,0.0,0.0,3.49
2017-01-30,0.17,0.17,0.17,-1.23
2017-01-31,-2.27,-2.27,-2.27,-0.51
2017-02-01,3.13,3.13,-3.61,0.07
2017-02-02,5.82,-1.51,-1.51,-1.58
2017-02-03,-0.51,-0.51,-0.51,1.05
2017-02-06,2.07,2.07,2.07,0.72
2017-02-07,8.24,8.24,8.24,3.03
2017-02-08,-13.8,-13.8,-0.54,0.74
2017-02-09,2.09,2.31,2.31,-0.6
2017-02-10,-0.14,-0.14,-0.14,0.68
2017-02-13,1.64,1.64,1.64,-1.62
2017-02-14,0.28,0.28,0.28,-2.38
2017-02-15,-2.86,-2.86,2.86,1.45
2017-02-16,-0.24,3.33,3.33,-0.26
2017-02-17,3.44,3.44,3.44,0.21
2017-02-21,-3.79,-3.79,-3.79,0.38
2017-02-22,-4.61,-4.61,-3.84,1.26
2017-02-23,7.05,1.75,1.75,-1.08
2017-02-24,5.49,5.49,5.49,0.47
2017-02-27,-7.7,-7.7,-7.7,0.16
2017-02-28,-0.04,-0.04,-0.04,-1.28
2017-03-01,-2.78,-2.78,-4.34,0.52
2017-03-02,8.09,-2.31,-2.31,-3.12
2017-03-03,-2.33,-2.33,-2.33,-0.39
2017-03-06,4.29,4.29,4.29,2.8
2017-03-07,-6.1,-6.1,-6.1,-0.51
2017-03-08,3.21,3.21,1.23,-1.11
2017-03-09,2.31,-4.18,-4.18,0.21
2017-03-10,-3.43,-3.43,-3.43,0.36
2017-03-13,0.8,0.8,0.8,2.63
2017-03-14,5.55,5.55,5.55,-0.33
2017-03-15,1.25,1.25,-0.33,2.06
2017-03-16,-2.65,-8.66,-8.66,-0.86
2017-03-17,0.69,0.69,0.69,0.72
2017-03-20,8.4,8.4,8.4,0.72
2017-03-21,-8.32,-8.32,-8.32,-3.41
2017-03-22,-5.48,-5.48,2.73,0.23
2017-03-23,0.32,4.89,4.89,-0.81
2017-03-24,-25.16,-25.16,-25.16,0.18
2017-03-27,19.38,19.38,19.38,2.04
2017-03-28,5.25,5.25,5.25,1.11
2017-03-29,0.01,0.01,4.65,1.3
2017-03-30,-4.58,-5.6,-5.6,1.59
2017-03-31,3.59,3.59,3.59,-0.25
2017-04-03,-0.27,-0.27,-0.27,-0.89
2017-04-04,-2.99,-2.99,-2.99,-1.42
2017-04-05,-1.01,-1.01,3.48,-1.88
2017-04-06,1.02,1.28,1.28,0.12
2017-04-07,-7.86,-7.86,-7.86,-0.63
2017-04-10,9.52,9.52,9.52,0.74
2017-04-11,5.7,5.7,-9.6,0.5
2017-04-12,-7.08,1.48,1.48,-0.52
2017-04-13,-1.96,-1.96,-1.96,-0.91
2017-04-17,-0.65,-0.65,-0.65,4.33
2017-04-18,3.48,3.48,3.48,-3.89
2017-04-19,0.57,0.57,10.24,-3.6
2017-04-20,-5.94,-13.3,-13.3,1.42
2017-04-21,4.95,4.95,4.95,1.69
2017-04-24,7.04,7.04,7.04,0.96
2017-04-25,-2.02,-2.02,-2.02,8.33
2017-04-26,-4.26,-4.26,-4.26,-1.99
2017-04-27,2.7,2.7,2.7,2.91
2017-04-28,2.03,2.03,2.03,-0.88
