Date,Sent0.6,Tot0.6,Sent0.8,Tot0.8,Sent1.0,Tot1.0
2016-11-01,33.33,3,33.33,3,0.00,2
2016-11-02,60.00,5,60.00,5,60.00,5
2016-11-03,75.00,4,100.00,3,100.00,1
2016-11-04,100.00,2,100.00,1,100.00,1
2016-11-05,0.00,2,0.00,2,0.00,2
2016-11-06,100.00,1,100.00,1,100.00,1
2016-11-07,40.00,5,40.00,5,0.00,2
2016-11-08,100.00,1,100.00,1,100.00,1
2016-11-09,0.00,2,0.00,2,0.00,2
2016-11-10,0.00,2,0.00,2,0.00,2
2016-11-11,100.00,2,100.00,2,100.00,2
2016-11-12,50.00,2,50.00,2,50.00,2
2016-11-13,100.00,2,100.00,2,100.00,1
2016-11-14,40.00,5,33.33,3,33.33,3
2016-11-15,33.33,6,20.00,5,20.00,5
2016-11-16,33.33,3,33.33,3,33.33,3
2016-11-17,37.50,8,42.86,7,40.00,5
2016-11-18,-1,0,-1,0,-1,0
2016-11-19,0.00,1,0.00,1,0.00,1
2016-11-20,100.00,1,100.00,1,100.00,1
2016-11-21,-1,0,-1,0,-1,0
2016-11-22,33.33,9,14.29,7,14.29,7
2016-11-23,100.00,1,100.00,1,100.00,1
2016-11-24,90.00,10,90.00,10,66.67,3
2016-11-25,60.00,5,60.00,5,75.00,4
2016-11-26,-1,0,-1,0,-1,0
2016-11-27,25.00,4,25.00,4,25.00,4
2016-11-28,33.33,6,33.33,6,33.33,6
2016-11-29,28.57,7,33.33,6,20.00,5
2016-11-30,0.00,2,0.00,2,0.00,2
2016-12-01,60.00,5,60.00,5,60.00,5
2016-12-02,25.00,8,28.57,7,28.57,7
2016-12-03,50.00,2,50.00,2,50.00,2
2016-12-04,75.00,4,75.00,4,66.67,3
2016-12-05,20.00,5,25.00,4,25.00,4
2016-12-06,11.11,9,16.67,6,20.00,5
2016-12-07,60.00,10,75.00,8,71.43,7
2016-12-08,72.73,11,70.00,10,62.50,8
2016-12-09,88.24,17,93.33,15,100.00,13
2016-12-10,71.43,7,66.67,6,75.00,4
2016-12-11,81.82,11,81.82,11,75.00,8
2016-12-12,57.14,14,58.33,12,62.50,8
2016-12-13,40.00,10,33.33,9,16.67,6
2016-12-14,60.00,10,60.00,10,55.56,9
2016-12-15,100.00,4,100.00,4,100.00,4
2016-12-16,41.67,12,22.22,9,12.50,8
2016-12-17,33.33,9,33.33,9,42.86,7
2016-12-18,33.33,3,50.00,2,50.00,2
2016-12-19,33.33,12,22.22,9,12.50,8
2016-12-20,60.00,10,60.00,10,71.43,7
2016-12-21,92.86,14,100.00,12,100.00,11
2016-12-22,25.00,8,25.00,8,25.00,8
2016-12-23,50.00,4,33.33,3,33.33,3
2016-12-24,25.00,4,25.00,4,33.33,3
2016-12-25,40.00,10,50.00,8,80.00,5
2016-12-26,71.43,7,71.43,7,71.43,7
2016-12-27,54.55,11,50.00,10,50.00,8
2016-12-28,75.00,8,75.00,8,75.00,8
2016-12-29,66.67,3,50.00,2,50.00,2
2016-12-30,40.00,5,40.00,5,50.00,4
2016-12-31,62.50,8,62.50,8,62.50,8
2017-01-01,66.67,6,66.67,6,66.67,6
2017-01-02,54.55,11,50.00,8,60.00,5
2017-01-03,66.67,12,60.00,10,71.43,7
2017-01-04,50.00,12,44.44,9,50.00,8
2017-01-05,-1,0,-1,0,-1,0
2017-01-06,36.36,11,30.00,10,33.33,9
2017-01-07,47.06,17,46.67,15,53.85,13
2017-01-08,33.33,9,75.00,4,100.00,3
2017-01-09,100.00,5,100.00,4,100.00,2
2017-01-10,83.33,6,75.00,4,100.00,2
2017-01-11,62.50,8,57.14,7,57.14,7
2017-01-12,100.00,3,100.00,3,100.00,3
2017-01-13,55.56,9,55.56,9,50.00,8
2017-01-14,50.00,8,42.86,7,50.00,6
2017-01-15,77.78,9,77.78,9,83.33,6
2017-01-16,58.33,12,66.67,9,57.14,7
2017-01-17,58.33,12,55.56,9,62.50,8
2017-01-18,40.00,25,40.00,20,38.89,18
2017-01-19,65.00,20,72.22,18,76.47,17
2017-01-20,62.50,8,71.43,7,66.67,6
2017-01-21,77.78,18,81.25,16,86.67,15
2017-01-22,66.67,12,60.00,10,60.00,10
2017-01-23,66.67,3,66.67,3,66.67,3
2017-01-24,100.00,9,100.00,8,100.00,8
2017-01-25,69.23,13,75.00,8,71.43,7
2017-01-26,76.92,13,75.00,12,70.00,10
2017-01-27,73.33,15,71.43,14,75.00,12
2017-01-28,64.29,14,70.00,10,66.67,9
2017-01-29,64.71,17,57.14,14,50.00,12
2017-01-30,64.29,14,69.23,13,75.00,12
2017-01-31,0.00,6,0.00,6,0.00,5
2017-02-01,64.66,232,70.27,185,68.29,164
2017-02-02,52.74,146,55.74,122,52.83,106
2017-02-03,58.12,308,60.00,260,55.14,214
2017-02-04,59.68,253,62.98,208,60.12,173
2017-02-05,61.33,181,64.63,147,64.46,121
2017-02-06,58.57,140,60.68,117,56.57,99
2017-02-07,65.44,272,68.98,216,67.91,187
2017-02-08,68.06,216,70.69,174,74.31,144
2017-02-09,64.00,225,67.17,198,67.84,171
2017-02-10,64.15,212,67.03,185,68.15,157
2017-02-11,61.49,174,64.83,145,65.29,121
2017-02-12,56.76,111,58.70,92,63.51,74
2017-02-13,56.15,130,56.86,102,56.98,86
2017-02-14,63.52,159,68.42,133,66.67,114
2017-02-15,57.21,208,60.57,175,62.58,155
2017-02-16,57.51,233,63.40,194,65.29,170
2017-02-17,55.79,190,59.35,155,57.36,129
2017-02-18,51.16,86,58.82,68,56.90,58
