Date,Friday,Sunday,Weekend,Stock
2016-11-01,,,,
2016-11-02,-3.89,-3.89,-3.89,-0.96
2016-11-03,0.86,0.86,0.86,-0.2
2016-11-04,6.59,6.59,6.59,-0.11
2016-11-07,1.06,-16.27,-16.18,2.55
2016-11-08,-7.26,-7.26,-7.26,-0.24
2016-11-09,1.63,1.63,1.63,-2.15
2016-11-10,4.89,4.89,4.89,-6.77
2016-11-11,-0.25,-0.25,-0.25,-0.64
2016-11-14,11.39,-15.4,-1.96,-1.4
2016-11-15,-6.03,-6.03,-6.03,0.21
2016-11-16,-4.95,-4.95,-4.95,1.6
2016-11-17,17.26,17.26,17.26,-0.16
2016-11-18,9.12,9.12,9.12,0.18
2016-11-21,1.9,6.66,0.63,2.75
2016-11-22,-5.09,-5.09,-5.09,0.08
2016-11-23,-23.8,-23.8,-23.8,-0.35
2016-11-25,7.08,11.52,9.3,-0.28
2016-11-28,1.6,-21.88,-8.1,-0.48
2016-11-29,8.33,8.33,8.33,0.58
2016-11-30,3.07,3.07,3.07,-0.51
2016-12-01,-12.45,-12.45,-12.45,0.22
2016-12-02,7.61,7.61,7.61,3.59
2016-12-05,-1.52,-23.09,-11.04,-1.65
2016-12-06,5.4,5.4,5.4,5.41
2016-12-07,1.07,1.07,1.07,0.82
2016-12-08,-12.93,-12.93,-12.93,-2.15
2016-12-09,5.62,5.62,5.62,-0.36
2016-12-12,9.87,-5.03,-7.36,-0.05
2016-12-13,0.23,0.23,0.23,0.95
2016-12-14,-15.5,-15.5,-15.5,-0.34
2016-12-15,3.36,3.36,3.36,1.56
2016-12-16,-8.11,-8.11,-8.11,-0.78
2016-12-19,6.11,-26.72,-12.3,1.23
2016-12-20,-3.28,-3.28,-3.28,-0.33
2016-12-21,-0.91,-0.91,-0.91,1.38
2016-12-22,6.84,6.84,6.84,-0.92
2016-12-23,-12.83,-12.83,-12.83,0.01
2016-12-27,13.42,-21.26,-8.29,2.76
2016-12-28,-10.57,-10.57,-10.57,-2.46
2016-12-29,-4.44,-4.44,-4.44,-0.56
2016-12-30,-0.55,-0.55,-0.55,-1.53
2017-01-03,11.57,-15.65,-8.87,3.69
2017-01-04,1.91,1.91,1.91,1.92
2017-01-05,2.47,2.47,2.47,2.4
2017-01-06,7.24,7.24,7.24,-0.74
2017-01-09,-8.59,-39.89,-20.26,-0.12
2017-01-10,-16.58,-16.58,-16.58,-1.06
2017-01-11,17.32,17.32,17.32,0.61
2017-01-12,4.02,4.02,4.02,-1.32
2017-01-13,0.02,0.02,0.02,4.52
2017-01-17,7.49,-12.94,-5.36,-0.81
2017-01-18,-1.76,-1.76,-1.76,0.37
2017-01-19,-9.67,-9.67,-9.67,5.15
2017-01-20,-10.87,-10.87,-10.87,0.19
2017-01-23,-6.43,-40.9,-23.26,-1.21
2017-01-24,19.72,19.72,19.72,2.72
2017-01-25,-5.03,-5.03,-5.03,-0.59
2017-01-26,-11.07,-11.07,-11.07,-0.56
2017-01-27,27.67,27.67,27.67,3.49
2017-01-30,-20.93,-8.12,-19.63,-1.23
2017-01-31,-3.03,-3.03,-3.03,-0.51
2017-02-01,11.41,11.41,11.41,0.07
2017-02-02,-3.99,-3.99,-3.99,-1.58
2017-02-03,1.44,1.44,1.44,1.05
2017-02-06,13.94,-0.77,-2.84,0.72
2017-02-07,-0.36,-0.36,-0.36,3.03
2017-02-08,-6.79,-6.79,-6.79,0.74
2017-02-09,-23.88,-23.88,-23.88,-0.6
2017-02-10,10.1,10.1,10.1,0.68
2017-02-13,-11.42,-7.12,-8.17,-1.62
2017-02-14,-1.06,-1.06,-1.06,-2.38
2017-02-15,17.65,17.65,17.65,1.45
2017-02-16,-13.73,-13.73,-13.73,-0.26
2017-02-17,4.58,4.58,4.58,0.21
2017-02-21,6.43,-25.44,-7.71,0.38
2017-02-22,14.67,14.67,14.67,1.26
2017-02-23,-17.27,-17.27,-17.27,-1.08
2017-02-24,-10.65,-10.65,-10.65,0.47
2017-02-27,7.81,15.31,-1.43,0.16
2017-02-28,-0.87,-0.87,-0.87,-1.28
2017-03-01,7.41,7.41,7.41,0.52
2017-03-02,-24.82,-24.82,-24.82,-3.12
2017-03-03,2.79,2.79,2.79,-0.39
2017-03-06,12.8,-13.63,-2.74,2.8
2017-03-07,6.36,6.36,6.36,-0.51
2017-03-08,-11.48,-11.48,-11.48,-1.11
2017-03-09,-7.5,-7.5,-7.5,0.21
2017-03-10,23.33,23.33,23.33,0.36
2017-03-13,22.99,-3.68,16.49,2.63
2017-03-14,-25.55,-25.55,-25.55,-0.33
2017-03-15,17.41,17.41,17.41,2.06
2017-03-16,-10.24,-10.24,-10.24,-0.86
2017-03-17,-6.83,-6.83,-6.83,0.72
2017-03-20,17.22,3.62,1.65,0.72
2017-03-21,-13.25,-13.25,-13.25,-3.41
2017-03-22,11.12,11.12,11.12,0.23
2017-03-23,-7.11,-7.11,-7.11,-0.81
2017-03-24,-16.72,-16.72,-16.72,0.18
2017-03-27,14.65,-9.65,-0.16,2.04
2017-03-28,-9.6,-9.6,-9.6,1.11
2017-03-29,16.33,16.33,16.33,1.3
2017-03-30,-14.13,-14.13,-14.13,1.59
2017-03-31,15.5,15.5,15.5,-0.25
2017-04-03,-7.34,-34.53,-17.77,-0.89
2017-04-04,-2.88,-2.88,-2.88,-1.42
2017-04-05,-5.6,-5.6,-5.6,-1.88
2017-04-06,0.7,0.7,0.7,0.12
2017-04-07,10.66,10.66,10.66,-0.63
2017-04-10,10.6,8.1,5.74,0.74
2017-04-11,-1.05,-1.05,-1.05,0.5
2017-04-12,0.7,0.7,0.7,-0.52
2017-04-13,-10.72,-10.72,-10.72,-0.91
2017-04-17,-1.5,-8.75,-5.19,4.33
2017-04-18,2.57,2.57,2.57,-3.89
2017-04-19,-30.09,-30.09,-30.09,-3.6
2017-04-20,22.68,22.68,22.68,1.42
2017-04-21,11.4,11.4,11.4,1.69
2017-04-24,4.54,29.05,11.73,0.96
2017-04-25,4.55,4.55,4.55,8.33
2017-04-26,-5.87,-5.87,-5.87,-1.99
2017-04-27,9.15,9.15,9.15,2.91
2017-04-28,-13.27,-13.27,-13.27,-0.88
