Date,Natural1,Natural2,Natural3,Stock
2016-11-01,,,,
2016-11-02,-2.26,-2.26,-2.62,-2.77
2016-11-03,5.7,4.71,4.71,-0.6
2016-11-04,8.64,8.64,8.64,3.14
2016-11-07,-5.71,-5.71,-5.71,2.65
2016-11-08,-0.06,-0.06,-0.06,1.73
2016-11-09,-4.21,-4.21,5.6,-4.88
2016-11-10,-0.63,-4.91,-4.91,-4.71
2016-11-11,21.33,21.33,21.33,3.21
2016-11-14,-20.97,-20.97,-20.97,-7.11
2016-11-15,0.73,0.73,0.73,2.32
2016-11-16,-3.11,-3.11,-1.92,0.16
2016-11-17,-0.78,10.11,10.11,4.73
2016-11-18,-4.37,-4.37,-4.37,-3.64
2016-11-21,-1.81,-1.81,2.38,-0.5
2016-11-22,2.38,-5.13,-2.14,6.65
2016-11-23,1.09,2.89,2.89,1.97
2016-11-25,13.72,13.72,13.72,3.51
2016-11-28,-18.22,-18.22,-18.22,-0.53
2016-11-29,5.77,5.77,5.77,-6.55
2016-11-30,0.81,0.81,0.51,-0.17
2016-12-01,-4.14,0.57,0.57,-7.52
2016-12-02,-0.88,-0.88,-0.88,-0.41
2016-12-05,6.69,6.69,6.69,5.33
2016-12-06,-5.03,-5.03,-5.03,-0.95
2016-12-07,6.65,6.65,-1.42,7.3
2016-12-08,-3.53,8.54,8.54,-0.86
2016-12-09,-4.05,-4.05,-4.05,-0.11
2016-12-12,0.08,0.08,0.08,0.25
2016-12-13,8.32,8.32,8.32,5.72
2016-12-14,-2.29,-2.29,4.52,0.54
2016-12-15,-8.11,10.05,10.05,-1.11
2016-12-16,-17.79,-17.79,-17.79,4.91
2016-12-19,12.61,12.61,12.61,0.24
2016-12-20,-7.23,-7.23,-7.23,6.06
2016-12-21,-5.25,-5.25,0.91,-1.09
2016-12-22,2.8,-2.54,-2.54,0.75
2016-12-23,13.33,13.33,13.33,4.89
2016-12-27,-14.22,-14.22,-14.22,6.19
2016-12-28,1.23,1.23,14.98,0.21
2016-12-29,1.69,-5.52,-5.52,-5.06
2016-12-30,-6.19,-6.19,-6.19,-0.99
2017-01-03,-0.5,-0.5,-0.5,3.3
2017-01-04,4.17,4.17,9.79,10.0
2017-01-05,-4.8,-5.36,-5.36,-0.24
2017-01-06,-7.51,-7.51,-7.51,2.26
2017-01-09,2.69,2.69,2.69,2.27
2017-01-10,1.32,1.32,1.32,-1.41
2017-01-11,-0.97,-0.97,2.92,-0.14
2017-01-12,-3.97,-2.89,-2.89,-0.14
2017-01-13,6.42,6.42,6.42,8.16
2017-01-17,-7.98,-7.98,-7.98,-2.17
2017-01-18,-5.65,-5.65,5.66,2.78
2017-01-19,1.24,2.36,2.36,5.4
2017-01-20,-4.16,-4.16,-4.16,0.97
