Date,Natural1,Natural2,Natural3,Stock
2016-11-01,,,,
2016-11-02,11.44,11.44,-4.45,0.1
2016-11-03,-7.45,9.55,9.55,0.01
2016-11-04,-0.98,-0.98,-0.98,0.23
2016-11-07,1.72,1.72,1.72,0.95
2016-11-08,2.72,2.72,2.72,0.17
2016-11-09,-9.09,-9.09,-7.97,0.04
2016-11-10,7.21,5.41,5.41,-0.73
2016-11-11,10.0,10.0,10.0,0.38
2016-11-14,-16.96,-16.96,-16.96,-0.56
2016-11-15,5.5,5.5,5.5,-0.08
2016-11-16,7.65,7.65,10.12,0.55
2016-11-17,-18.03,8.86,8.86,0.91
2016-11-18,-3.57,-3.57,-3.57,-0.49
2016-11-21,-4.17,-4.17,8.66,0.18
2016-11-22,8.66,4.69,-16.09,0.43
2016-11-23,-8.2,25.64,25.64,-0.37
2016-11-25,-17.04,-17.04,-17.04,0.18
2016-11-28,8.77,8.77,8.77,-0.51
2016-11-29,-4.25,-4.25,-4.25,-0.38
2016-11-30,-10.15,-10.15,-3.37,-0.56
2016-12-01,15.49,5.87,5.87,0.58
2016-12-02,9.0,9.0,9.0,-0.19
2016-12-05,-17.46,-17.46,-17.46,1.39
2016-12-06,1.9,1.9,1.9,-1.28
2016-12-07,-7.64,-7.64,-12.62,1.53
2016-12-08,19.07,-2.89,-2.89,-0.55
2016-12-09,12.51,12.51,12.51,0.17
2016-12-12,-6.67,-6.67,-6.67,-0.18
2016-12-13,2.93,2.93,2.93,0.76
2016-12-14,-8.58,-8.58,2.27,-0.51
2016-12-15,5.17,4.12,4.12,-0.5
2016-12-16,0.13,0.13,0.13,-0.37
2016-12-19,-8.3,-8.3,-8.3,-0.07
2016-12-20,8.96,8.96,8.96,0.94
2016-12-21,2.14,2.14,6.29,0.51
2016-12-22,-7.72,1.67,1.67,-0.16
2016-12-23,2.14,2.14,2.14,-0.23
2016-12-27,-5.11,-5.11,-5.11,-0.62
2016-12-28,2.81,2.81,-10.41,-0.27
2016-12-29,-7.39,15.9,15.9,0.04
2016-12-30,-4.92,-4.92,-4.92,-0.23
2017-01-03,-0.46,-0.46,-0.46,1.15
2017-01-04,-1.26,-1.26,-3.99,1.09
2017-01-05,-3.11,3.14,3.14,-0.01
2017-01-06,7.21,7.21,7.21,0.85
2017-01-09,-8.43,-8.43,-8.43,-0.53
2017-01-10,2.38,2.38,2.38,-0.27
2017-01-11,4.57,4.57,-12.73,-0.42
2017-01-12,6.48,6.23,6.23,-0.29
2017-01-13,-6.84,-6.84,-6.84,0.52
2017-01-17,8.94,8.94,8.94,0.73
2017-01-18,2.7,2.7,-0.08,-0.38
2017-01-19,-6.1,2.42,2.42,-0.34
2017-01-20,4.55,4.55,4.55,0.27
2017-01-23,-10.71,-10.71,-10.71,0.04
2017-01-24,-3.58,-3.58,-3.58,0.21
2017-01-25,-8.98,-8.98,8.26,0.41
2017-01-26,12.03,-10.82,-10.82,-0.21
2017-01-27,6.02,6.02,6.02,-0.46
2017-01-30,-7.15,-7.15,-7.15,-0.11
2017-01-31,4.85,4.85,4.85,-0.18
2017-02-01,-7.35,-7.35,0.99,0.12
2017-02-02,13.77,-2.88,-2.88,-0.22
2017-02-03,-11.1,-11.1,-11.1,-0.44
2017-02-06,10.32,10.32,10.32,0.44
2017-02-07,-0.86,-0.86,-0.86,0.01
2017-02-08,-3.24,-3.24,1.58,1.07
2017-02-09,-4.25,-2.54,-2.54,1.43
