Date,Open,High,Low,Close,Volume,Adj Close
2016-12-23,5441.759766,5462.689941,5441.759766,5462.689941,1144280000,5462.689941
2016-12-22,5472.009766,5472.009766,5432.77002,5447.419922,1582600000,5447.419922
2016-12-21,5482.629883,5486.259766,5465.310059,5471.430176,1493900000,5471.430176
2016-12-20,5473.529785,5489.470215,5471.709961,5483.939941,1678040000,5483.939941
2016-12-19,5441.200195,5483.419922,5436.540039,5457.439941,1685800000,5457.439941
2016-12-16,5467.819824,5474.580078,5426.009766,5437.160156,3257750000,5437.160156
2016-12-15,5443.509766,5485.120117,5439.390137,5456.850098,2095910000,5456.850098
2016-12-14,5465.689941,5476.25,5425.72998,5436.669922,1974150000,5436.669922
2016-12-13,5433.569824,5486.75,5430.720215,5463.830078,2085710000,5463.830078
2016-12-12,5428.220215,5434.899902,5394.419922,5412.540039,1927560000,5412.540039
2016-12-09,5436.109863,5450.160156,5427.120117,5444.50,2038700000,5444.50
2016-12-08,5394.149902,5425.52002,5389.100098,5417.359863,2231070000,5417.359863
2016-12-07,5322.669922,5397.930176,5307.310059,5393.759766,2122590000,5393.759766
2016-12-06,5317.740234,5333.990234,5299.939941,5333.00,1974850000,5333.00
2016-12-05,5283.580078,5321.089844,5269.569824,5308.890137,1798160000,5308.890137
2016-12-02,5249.02002,5274.540039,5239.27002,5255.649902,1848930000,5255.649902
2016-12-01,5323.879883,5326.339844,5238.209961,5251.109863,2264960000,5251.109863
2016-11-30,5391.350098,5393.149902,5323.680176,5323.680176,2064430000,5323.680176
2016-11-29,5370.97998,5403.859863,5360.560059,5379.919922,1788790000,5379.919922
2016-11-28,5387.919922,5396.27002,5364.910156,5368.810059,1625620000,5368.810059
2016-11-25,5388.490234,5398.919922,5379.279785,5398.919922,768070000,5398.919922
2016-11-23,5366.549805,5380.680176,5350.680176,5380.680176,1616740000,5380.680176
2016-11-22,5384.75,5392.259766,5365.600098,5386.350098,1886800000,5386.350098
2016-11-21,5336.779785,5369.830078,5334.160156,5368.859863,1745320000,5368.859863
2016-11-18,5340.970215,5346.799805,5315.529785,5321.509766,1858610000,5321.509766
2016-11-17,5295.069824,5334.049805,5288.160156,5333.970215,2081760000,5333.970215
2016-11-16,5253.740234,5299.629883,5251.879883,5294.580078,2057140000,5294.580078
2016-11-15,5241.350098,5287.060059,5236.25,5275.620117,2156500000,5275.620117
2016-11-14,5246.330078,5247.169922,5192.049805,5218.399902,2369190000,5218.399902
2016-11-11,5191.819824,5241.080078,5179.640137,5237.109863,2285050000,5237.109863
2016-11-10,5283.47998,5302.680176,5145.319824,5208.799805,2984360000,5208.799805
2016-11-09,5143.859863,5258.990234,5143.859863,5251.069824,2824560000,5251.069824
2016-11-08,5154.990234,5214.169922,5145.299805,5193.490234,1736100000,5193.490234
2016-11-07,5128.990234,5169.410156,5122.77002,5166.169922,1914310000,5166.169922
2016-11-04,5034.410156,5087.509766,5034.410156,5046.370117,2015130000,5046.370117
2016-11-03,5104.700195,5115.060059,5053.52002,5058.410156,2107720000,5058.410156
2016-11-02,5147.279785,5156.700195,5097.560059,5105.569824,2105870000,5105.569824
2016-11-01,5199.77002,5201.129883,5112.319824,5153.580078,1878650000,5153.580078
2016-10-31,5205.089844,5206.709961,5186.560059,5189.140137,1707260000,5189.140137
2016-10-28,5203.700195,5232.350098,5178.759766,5190.100098,1895970000,5190.100098
2016-10-27,5272.189941,5274.120117,5211.75,5215.970215,1918690000,5215.970215
2016-10-26,5256.399902,5280.850098,5237.049805,5250.27002,1725900000,5250.27002
2016-10-25,5306.470215,5310.27002,5278.569824,5283.399902,1579490000,5283.399902
2016-10-24,5290.310059,5311.50,5289.22998,5309.830078,1531970000,5309.830078
2016-10-21,5238.649902,5259.129883,5225.759766,5257.399902,1649470000,5257.399902
2016-10-20,5238.200195,5252.100098,5216.049805,5241.830078,1741820000,5241.830078
2016-10-19,5240.330078,5253.830078,5234.25,5246.410156,1546960000,5246.410156
2016-10-18,5255.319824,5264.27002,5239.439941,5243.839844,1474430000,5243.839844
2016-10-17,5213.689941,5219.97998,5196.029785,5199.819824,1424270000,5199.819824
2016-10-14,5241.259766,5258.879883,5213.370117,5214.160156,1594480000,5214.160156
2016-10-13,5200.299805,5228.259766,5169.759766,5213.330078,1735310000,5213.330078
2016-10-12,5247.910156,5257.180176,5228.77002,5239.02002,1565940000,5239.02002
2016-10-11,5321.819824,5321.819824,5227.430176,5246.790039,1821680000,5246.790039
2016-10-10,5318.459961,5340.52002,5317.72998,5328.669922,1364150000,5328.669922
2016-10-07,5314.919922,5315.649902,5266.799805,5292.399902,1646650000,5292.399902
2016-10-06,5306.589844,5315.72998,5281.470215,5306.850098,1654020000,5306.850098
2016-10-05,5305.279785,5330.810059,5304.060059,5316.02002,1753340000,5316.02002
2016-10-04,5313.490234,5323.600098,5271.700195,5289.660156,1708990000,5289.660156
2016-10-03,5300.290039,5308.600098,5281.950195,5300.870117,1604060000,5300.870117
2016-09-30,5288.870117,5325.879883,5277.879883,5312.00,2059800000,5312.00
2016-09-29,5311.310059,5317.00,5254.52002,5269.149902,1941170000,5269.149902
2016-09-28,5312.72998,5320.620117,5284.839844,5318.549805,1785470000,5318.549805
2016-09-27,5254.180176,5306.810059,5251.319824,5305.709961,1751060000,5305.709961
2016-09-26,5275.72998,5282.27002,5254.959961,5257.490234,1669520000,5257.490234
