Date,Open,High,Low,Close,Volume,Adj Close
2016-12-23,63.450001,63.540001,62.799999,63.240002,12398000,63.240002
2016-12-22,63.84,64.099998,63.41,63.549999,22155200,63.549999
2016-12-21,63.43,63.700001,63.119999,63.540001,17071800,63.540001
2016-12-20,63.689999,63.799999,63.029999,63.540001,25389900,63.540001
2016-12-19,62.560001,63.77,62.419998,63.619999,33182800,63.619999
2016-12-16,62.950001,62.950001,62.119999,62.299999,42204700,62.299999
2016-12-15,62.700001,63.150002,62.299999,62.580002,27655900,62.580002
2016-12-14,63.00,63.450001,62.529999,62.68,29272800,62.68
2016-12-13,62.50,63.419998,62.240002,62.98,35046300,62.98
2016-12-12,61.82,62.299999,61.720001,62.169998,20057000,62.169998
2016-12-09,61.18,61.990002,61.130001,61.970001,26670800,61.970001
2016-12-08,61.299999,61.580002,60.84,61.009998,21043400,61.009998
2016-12-07,60.009998,61.380001,59.799999,61.369999,29769100,61.369999
2016-12-06,60.43,60.459999,59.799999,59.950001,19850100,59.950001
2016-12-05,59.700001,60.59,59.560001,60.220001,23126500,60.220001
2016-12-02,59.080002,59.470001,58.799999,59.25,25384900,59.25
2016-12-01,60.110001,60.150002,58.939999,59.200001,33917000,59.200001
2016-11-30,60.860001,61.18,60.220001,60.259998,33783900,60.259998
2016-11-29,60.650002,61.41,60.52,61.09,22010800,61.09
2016-11-28,60.34,61.02,60.209999,60.610001,20603800,60.610001
2016-11-25,60.299999,60.529999,60.130001,60.529999,8370500,60.529999
2016-11-23,61.009998,61.099998,60.25,60.400002,21847200,60.400002
2016-11-22,60.98,61.259998,60.810001,61.119999,22645300,61.119999
2016-11-21,60.50,60.970001,60.419998,60.860001,19563200,60.860001
2016-11-18,60.779999,61.139999,60.299999,60.349998,26580600,60.349998
2016-11-17,60.41,60.950001,59.970001,60.639999,31463700,60.639999
2016-11-16,58.939999,59.66,58.810001,59.650002,26851400,59.650002
2016-11-15,58.330002,59.490002,58.32,58.869999,34764300,58.869999
2016-11-14,59.02,59.080002,57.279999,58.119999,41328400,57.73
2016-11-11,58.23,59.119999,58.009998,59.02,38767800,58.623963
2016-11-10,60.48,60.490002,57.630001,58.700001,57822400,58.30611
2016-11-09,60.00,60.59,59.200001,60.169998,49632500,59.766244
2016-11-08,60.549999,60.779999,60.150002,60.470001,22935400,60.064234
2016-11-07,59.779999,60.52,59.779999,60.419998,31664800,60.014566
2016-11-04,58.650002,59.279999,58.52,58.709999,28697000,58.316041
2016-11-03,59.529999,59.639999,59.110001,59.209999,21600400,58.812686
2016-11-02,59.82,59.93,59.299999,59.43,22147000,59.031211
2016-11-01,59.970001,60.02,59.25,59.799999,24533000,59.398727
2016-10-31,60.16,60.419998,59.919998,59.919998,26434700,59.517921
2016-10-28,60.009998,60.52,59.580002,59.869999,33574700,59.468257
2016-10-27,60.610001,60.830002,60.09,60.099998,28479900,59.696714
2016-10-26,60.810001,61.200001,60.470001,60.630001,29911600,60.22316
2016-10-25,60.849998,61.369999,60.799999,60.990002,35137200,60.580745
2016-10-24,59.939999,61.00,59.93,61.00,54067000,60.590676
2016-10-21,60.279999,60.450001,59.490002,59.66,80032200,59.259667
2016-10-20,57.50,57.52,56.66,57.25,49455600,56.865839
2016-10-19,57.470001,57.84,57.400002,57.529999,22878400,57.143959
2016-10-18,57.529999,57.950001,57.41,57.66,19149500,57.273088
2016-10-17,57.360001,57.459999,56.869999,57.220001,23830000,56.836042
2016-10-14,57.119999,57.740002,57.119999,57.419998,27402500,57.034697
2016-10-13,56.700001,57.299999,56.32,56.919998,25313700,56.538052
2016-10-12,57.110001,57.27,56.400002,57.110001,22177500,56.726779
2016-10-11,57.889999,58.02,56.889999,57.189999,26497400,56.806241
2016-10-10,57.91,58.389999,57.869999,58.040001,18196500,57.650539
2016-10-07,57.849998,57.98,57.419998,57.799999,20089000,57.412148
2016-10-06,57.740002,57.860001,57.279999,57.740002,16212600,57.352553
2016-10-05,57.290001,57.959999,57.259998,57.639999,16726400,57.253222
2016-10-04,57.27,57.599998,56.970001,57.240002,20085900,56.855908
2016-10-03,57.41,57.549999,57.060001,57.419998,19189500,57.034697
2016-09-30,57.57,57.77,57.34,57.599998,29910800,57.213489
2016-09-29,57.810001,58.169998,57.209999,57.400002,25463500,57.014834
2016-09-28,57.880001,58.060001,57.669998,58.029999,20536400,57.640604
2016-09-27,56.93,58.060001,56.68,57.950001,28065100,57.561143
2016-09-26,57.080002,57.139999,56.830002,56.900002,21688700,56.518189
