Date,Close,Diff,Binary
2017-05-24,149.5,1.68,4
2017-05-25,149.78,0.28,4
2017-05-26,149.86,0.08,4
2017-05-30,149.93,0.07,4
2017-05-31,150.89,0.96,4
2017-06-01,152.39,1.5,4
2017-06-02,153.74,1.35,4
2017-06-05,152.79,-0.95,0
2017-06-06,151.23,-1.56,0
2017-06-07,151.94,0.71,4
2017-06-08,151.43,-0.51,0
2017-06-09,151.48,0.05,4
2017-06-12,148.47,-3.01,0
2017-06-13,149.82,1.35,4
2017-06-14,150.68,0.86,4
2017-06-15,151.17,0.49,4
2017-06-16,151.99,0.82,4
2017-06-19,153.14,1.15,4
2017-06-20,154.07,0.93,4
2017-06-21,153.73,-0.34,0
2017-06-22,154.8,1.07,4
2017-06-23,154.64,-0.16,0
2017-06-26,153.96,-0.68,0
2017-06-27,153.72,-0.24,0
2017-06-28,154.3,0.58,4
2017-06-29,153.13,-1.17,0
2017-06-30,153.16,0.03,4
2017-07-03,152.5,-0.66,0
2017-07-05,153.07,0.57,4
2017-07-06,153.09,0.02,4
2017-07-07,156.27,3.18,4
2017-07-10,155.52,-0.75,0
2017-07-11,154.91,-0.61,0
2017-07-12,156.58,1.67,4
2017-07-13,155.04,-1.54,0
2017-07-14,155.28,0.24,4
2017-07-17,155.26,-0.02,0
2017-07-18,153.96,-1.3,0
2017-07-19,153.89,-0.07,0
2017-07-20,154.21,0.32,4
2017-07-21,153.92,-0.29,0
2017-07-24,151.85,-2.07,0
2017-07-25,159.07,7.22,4
2017-07-26,156.51,-2.56,0
2017-07-27,156.95,0.44,4
2017-07-28,155.85,-1.1,0
2017-07-31,155.14,-0.71,0
2017-08-01,154.04,-1.1,0
2017-08-02,156.59,2.55,4
2017-08-03,154.72,-1.87,0
2017-08-04,153.82,-0.9,0
2017-08-07,154.97,1.15,4
2017-08-08,154.92,-0.05,0
2017-08-09,154.92,0.0,0
2017-08-10,156.62,1.7,4
2017-08-11,157.3,0.68,4
2017-08-14,157.26,-0.04,0
2017-08-15,157.62,0.36,4
2017-08-16,158.9,1.28,4
2017-08-17,157.89,-1.01,0
2017-08-18,157.76,-0.13,0
2017-08-21,158.36,0.6,4
2017-08-22,159.64,1.28,4
2017-08-23,158.81,-0.83,0
2017-08-24,158.41,-0.4,0
2017-08-25,158.82,0.41,4
2017-08-28,159.67,0.85,4
2017-08-29,159.38,-0.29,0
2017-08-30,159.53,0.15,4
2017-08-31,159.97,0.44,4
2017-09-01,159.81,-0.16,0
2017-09-05,159.1,-0.71,0
2017-09-06,158.22,-0.88,0
2017-09-07,159.9,1.68,4
2017-09-08,159.71,-0.19,0
2017-09-11,161.53,1.82,4
2017-09-12,156.33,-5.2,0
2017-09-13,157.0,0.67,4
2017-09-14,157.0,0.0,0
