Date,Close,Diff,Binary
2017-08-04,45.5,-0.17,0
2017-08-07,45.64,0.14,4
2017-08-08,45.6,-0.04,0
2017-08-09,45.59,-0.01,0
2017-08-10,45.74,0.15,4
2017-08-11,45.59,-0.15,0
2017-08-14,45.8,0.21,4
2017-08-15,46.19,0.39,4
2017-08-16,46.2,0.01,4
2017-08-17,45.86,-0.34,0
2017-08-18,45.67,-0.19,0
2017-08-21,45.68,0.01,4
2017-08-22,45.6,-0.08,0
2017-08-23,45.54,-0.06,0
2017-08-24,45.41,-0.13,0
2017-08-25,45.57,0.16,4
2017-08-28,45.42,-0.15,0
2017-08-29,45.45,0.03,4
2017-08-30,45.39,-0.06,0
2017-08-31,45.55,0.16,4
2017-09-01,45.78,0.23,4
2017-09-05,45.92,0.14,4
2017-09-06,45.96,0.04,4
2017-09-07,46.28,0.32,4
2017-09-08,46.3,0.02,4
2017-09-11,46.52,0.22,4
2017-09-12,46.72,0.2,4
2017-09-13,46.87,0.15,4
2017-09-14,46.11,-0.76,0
