Date,Close,Diff,Binary
2016-11-01,18037.1,,0
2016-11-02,17959.64,-77.46,0
2016-11-03,17930.67,-28.97,0
2016-11-04,17888.28,-42.39,0
2016-11-07,18259.6,371.32,4
2016-11-08,18332.74,73.14,4
2016-11-09,18589.69,256.95,4
2016-11-10,18807.88,218.19,4
2016-11-11,18847.66,39.78,4
2016-11-14,18868.69,21.03,4
2016-11-15,18923.06,54.37,4
2016-11-16,18868.14,-54.92,0
2016-11-17,18903.82,35.68,4
2016-11-18,18867.93,-35.89,0
2016-11-21,18956.69,88.76,4
2016-11-22,19023.87,67.18,4
2016-11-23,19083.18,59.31,4
2016-11-25,19152.14,68.96,4
2016-11-28,19097.9,-54.24,0
2016-11-29,19121.6,23.7,4
2016-11-30,19123.58,1.98,4
2016-12-01,19191.93,68.35,4
2016-12-02,19170.42,-21.51,0
2016-12-05,19216.24,45.82,4
2016-12-06,19251.78,35.54,4
2016-12-07,19549.62,297.84,4
2016-12-08,19614.81,65.19,4
2016-12-09,19756.85,142.04,4
2016-12-12,19796.43,39.58,4
2016-12-13,19911.21,114.78,4
2016-12-14,19792.53,-118.68,0
2016-12-15,19852.24,59.71,4
2016-12-16,19843.41,-8.83,0
2016-12-19,19883.06,39.65,4
2016-12-20,19974.62,91.56,4
2016-12-21,19941.96,-32.66,0
2016-12-22,19918.88,-23.08,0
2016-12-23,19933.81,14.93,4
2016-12-27,19945.04,11.23,4
2016-12-28,19833.68,-111.36,0
2016-12-29,19819.78,-13.9,0
2016-12-30,19762.6,-57.18,0
2017-01-03,19881.76,119.16,4
2017-01-04,19942.16,60.4,4
2017-01-05,19899.29,-42.87,0
2017-01-06,19963.8,64.51,4
2017-01-09,19887.38,-76.42,0
2017-01-10,19855.53,-31.85,0
2017-01-11,19954.28,98.75,4
2017-01-12,19891.0,-63.28,0
2017-01-13,19885.73,-5.27,0
2017-01-17,19826.77,-58.96,0
2017-01-18,19804.72,-22.05,0
2017-01-19,19732.4,-72.32,0
2017-01-20,19827.25,94.85,4
2017-01-23,19799.85,-27.4,0
2017-01-24,19912.71,112.86,4
2017-01-25,20068.51,155.8,4
2017-01-26,20100.91,32.4,4
2017-01-27,20093.78,-7.13,0
2017-01-30,19971.13,-122.65,0
2017-01-31,19864.09,-107.04,0
2017-02-01,19890.94,26.85,4
2017-02-02,19884.91,-6.03,0
2017-02-03,20071.46,186.55,4
2017-02-06,20052.42,-19.04,0
2017-02-07,20090.29,37.87,4
2017-02-08,20054.34,-35.95,0
2017-02-09,20172.4,118.06,4
2017-02-10,20269.37,96.97,4
2017-02-13,20412.16,142.79,4
2017-02-14,20504.41,92.25,4
2017-02-15,20611.86,107.45,4
2017-02-16,20619.77,7.91,4
2017-02-17,20624.05,4.28,4
2017-02-21,20743.0,118.95,4
2017-02-22,20775.6,32.6,4
2017-02-23,20810.32,34.72,4
2017-02-24,20821.76,11.44,4
2017-02-27,20837.44,15.68,4
2017-02-28,20812.24,-25.2,0
2017-03-01,21115.55,303.31,4
2017-03-02,21002.97,-112.58,0
2017-03-03,21005.71,2.74,4
2017-03-06,20954.34,-51.37,0
2017-03-07,20924.76,-29.58,0
2017-03-08,20855.73,-69.03,0
2017-03-09,20858.19,2.46,4
2017-03-10,20902.98,44.79,4
2017-03-13,20881.48,-21.5,0
2017-03-14,20837.37,-44.11,0
2017-03-15,20950.1,112.73,4
2017-03-16,20934.55,-15.55,0
2017-03-17,20914.62,-19.93,0
2017-03-20,20905.86,-8.76,0
2017-03-21,20668.01,-237.85,0
2017-03-22,20661.3,-6.71,0
2017-03-23,20656.58,-4.72,0
2017-03-24,20596.72,-59.86,0
2017-03-27,20550.98,-45.74,0
2017-03-28,20701.5,150.52,4
2017-03-29,20659.32,-42.18,0
