Date,Friday,Sunday,Weekend,djia,nasdaq,snp
2016-11-01,,,,,,
2016-11-02,12.23,12.23,12.23,-77.46,0.24,-13.78
2016-11-03,-3.65,-3.65,-3.65,-28.97,0.4,-9.28
2016-11-04,-0.65,-0.65,-0.65,-42.39,0.52,-3.48
2016-11-07,0.68,-6.86,-2.77,371.32,0.78,46.34
2016-11-08,-1.41,-1.41,-1.41,73.14,-0.08,8.04
2016-11-09,5.15,5.15,5.15,256.95,1.55,23.7
2016-11-10,-6.65,-6.65,-6.65,218.19,0.17,4.22
2016-11-11,7.93,7.93,7.93,39.78,-0.66,-3.03
2016-11-14,-9.89,-0.89,-5.03,21.03,-1.71,-0.25
2016-11-15,4.35,4.35,4.35,54.37,-0.25,16.19
2016-11-16,-2.02,-2.02,-2.02,-54.92,0.23,-3.45
2016-11-17,8.04,8.04,8.04,35.68,0.15,10.18
2016-11-18,-4.42,-4.42,-4.42,-35.89,0.99,-5.22
2016-11-21,-4.01,-3.96,1.71,88.76,0.12,16.28
2016-11-22,3.29,3.29,3.29,67.18,-0.39,4.76
2016-11-23,-5.5,-5.5,-5.5,59.31,-0.24,1.78
2016-11-25,6.03,-1.53,2.25,68.96,0.35,8.63
2016-11-28,-0.53,-4.94,-2.14,-54.24,-1.11,-11.63
2016-11-29,1.61,1.61,1.61,23.7,0.39,2.94
2016-11-30,-1.11,-1.11,-1.11,1.98,-0.88,-5.85
2016-12-01,0.32,0.32,0.32,68.35,-0.54,-7.73
2016-12-02,-11.67,-11.67,-11.67,-21.51,0.33,0.87
2016-12-05,10.65,-11.35,-1.2,45.82,0.98,12.76
2016-12-06,4.23,4.23,4.23,35.54,1.66,7.52
2016-12-07,-8.61,-8.61,-8.61,297.84,1.09,29.12
2016-12-08,0.8,0.8,0.8,65.19,0.16,4.84
2016-12-09,1.75,1.75,1.75,142.04,0.85,13.34
2016-12-12,6.75,-0.53,2.3,39.58,0.17,-2.57
2016-12-13,-7.33,-7.33,-7.33,114.78,0.47,14.76
2016-12-14,-1.2,-1.2,-1.2,-118.68,-1.0,-18.44
2016-12-15,-2.16,-2.16,-2.16,59.71,0.35,8.75
2016-12-16,4.53,4.53,4.53,-8.83,-0.55,-3.96
2016-12-19,1.38,-0.08,3.66,39.65,-0.36,4.46
2016-12-20,4.25,4.25,4.25,91.56,0.31,8.23
2016-12-21,-6.51,-6.51,-6.51,-32.66,-0.52,-5.58
2016-12-22,6.58,6.58,6.58,-23.08,-0.28,-4.22
2016-12-23,0.58,0.58,0.58,14.93,-0.04,2.83
2016-12-27,-6.74,-2.29,-3.74,11.23,0.36,5.09
2016-12-28,0.0,0.0,0.0,-111.36,-0.19,-18.96
2016-12-29,-5.86,-5.86,-5.86,-13.9,-0.33,-0.66
2016-12-30,4.51,4.51,4.51,-57.18,0.11,-10.43
2017-01-03,13.36,5.42,9.36,119.16,-0.44,19.0
2017-01-04,-6.13,-6.13,-6.13,60.4,1.04,12.92
2017-01-05,-3.29,-3.29,-3.29,-42.87,-0.08,-1.75
2017-01-06,-2.29,-2.29,-2.29,64.51,0.82,7.98
2017-01-09,-0.43,-3.08,-1.77,-76.42,-0.69,-8.08
2017-01-10,5.46,5.46,5.46,-31.85,-0.57,0.0
2017-01-11,-1.26,-1.26,-1.26,98.75,0.52,6.42
2017-01-12,-0.15,-0.15,-0.15,-63.28,-0.32,-4.88
2017-01-13,-3.06,-3.06,-3.06,-5.27,0.31,4.2
2017-01-17,0.49,-4.2,-2.49,-58.96,-0.72,-6.75
2017-01-18,-2.21,-2.21,-2.21,-22.05,0.26,4.0
2017-01-19,1.4,1.4,1.4,-72.32,-0.19,-8.2
2017-01-20,3.26,3.26,3.26,94.85,0.3,7.62
2017-01-23,-5.27,-7.43,-6.13,-27.4,-0.04,-6.11
2017-01-24,-0.29,-0.29,-0.29,112.86,0.63,14.87
2017-01-25,3.52,3.52,3.52,155.8,0.39,18.3
2017-01-26,-2.43,-2.43,-2.43,32.4,0.49,-1.69
2017-01-27,-0.1,-0.1,-0.1,-7.13,-0.47,-1.99
2017-01-30,3.13,-1.64,-0.23,-122.65,-0.18,-13.79
2017-01-31,-0.51,-0.51,-0.51,-107.04,2.36,-2.03
2017-02-01,0.64,0.64,0.64,26.85,0.21,0.68
2017-02-02,2.88,2.88,2.88,-6.03,-0.08,1.3
2017-02-03,-2.31,-2.31,-2.31,186.55,-0.33,16.57
2017-02-06,-1.58,1.63,0.8,-19.04,-0.6,-4.86
2017-02-07,-0.96,-0.96,-0.96,37.87,-0.38,0.52
2017-02-08,-2.8,-2.8,-2.8,-35.95,-0.48,1.59
2017-02-09,5.19,5.19,5.19,118.06,0.22,13.2
2017-02-10,-3.0,-3.0,-3.0,96.97,0.67,8.23
2017-02-13,-0.58,-2.76,-1.72,142.79,0.93,12.15
