Date,Friday,Sunday,Weekend,djia,nasdaq,snp
2017-01-30,3.13,-1.18,-0.25,-122.65,-0.18,-13.79
2017-01-31,-0.7,-0.7,-0.7,-107.04,2.36,-2.03
2017-02-01,1.44,1.44,1.44,26.85,0.21,0.68
2017-02-02,3.43,3.43,3.43,-6.03,-0.08,1.3
2017-02-03,-3.64,-3.64,-3.64,186.55,-0.33,16.57
2017-02-06,-2.48,0.71,-0.21,-19.04,-0.6,-4.86
2017-02-07,-0.25,-0.25,-0.25,37.87,-0.38,0.52
2017-02-08,-2.82,-2.82,-2.82,-35.95,-0.48,1.59
2017-02-09,7.07,7.07,7.07,118.06,0.22,13.2
2017-02-10,-4.93,-4.93,-4.93,96.97,0.67,8.23
2017-02-13,0.26,-2.84,-0.86,142.79,0.93,12.15
2017-02-14,2.47,2.47,2.47,92.25,0.08,9.33
2017-02-15,0.96,0.96,0.96,107.45,0.47,11.67
2017-02-16,-3.63,-3.63,-3.63,7.91,0.09,-2.03
2017-02-17,9.19,9.19,9.19,4.28,0.17,3.94
2017-02-21,-5.44,0.34,-1.38,118.95,-0.14,14.22
2017-02-22,1.14,1.14,1.14,32.6,-0.13,-2.56
2017-02-23,-6.24,-6.24,-6.24,34.72,0.21,0.99
2017-02-24,3.42,3.42,3.42,11.44,0.0,3.53
2017-02-27,-0.71,2.35,-1.44,15.68,-0.3,2.39
2017-02-28,-0.48,-0.48,-0.48,-25.2,-0.04,-6.09
2017-03-01,6.56,6.56,6.56,303.31,1.07,32.32
2017-03-02,-8.85,-8.85,-8.85,-112.58,-0.93,-14.04
2017-03-03,6.39,6.39,6.39,2.74,-0.16,1.2
2017-03-06,0.76,-1.81,-0.1,-51.37,0.27,-7.81
2017-03-07,-3.75,-3.75,-3.75,-29.58,-0.43,-6.92
2017-03-08,0.08,0.08,0.08,-69.03,-0.2,-5.41
2017-03-09,-5.57,-5.57,-5.57,2.46,0.35,1.89
2017-03-10,2.66,2.66,2.66,44.79,-0.12,7.73
2017-03-13,-1.76,-4.46,-4.7,-21.5,-0.18,0.87
2017-03-14,5.33,5.33,5.33,-44.11,-0.07,-8.02
2017-03-15,-1.68,-1.68,-1.68,112.73,0.11,19.81
2017-03-16,1.46,1.46,1.46,-15.55,0.34,-3.88
2017-03-17,-1.33,-1.33,-1.33,-19.93,-0.28,-3.13
2017-03-20,2.17,-0.11,0.37,-8.76,-0.11,-4.78
2017-03-21,-2.02,-2.02,-2.02,-237.85,-1.03,-29.45
2017-03-22,-1.9,-1.9,-1.9,-6.71,-0.04,4.43
2017-03-23,-1.21,-1.21,-1.21,-4.72,0.03,-2.49
2017-03-24,2.27,2.27,2.27,-59.86,0.12,-1.98
2017-03-27,0.74,0.4,0.96,-45.74,-0.84,-2.39
2017-03-28,6.72,6.72,6.72,150.52,0.13,16.98
2017-03-29,-5.57,-5.57,-5.57,-42.18,-0.47,2.56
2017-03-30,-8.56,-8.56,-8.56,69.17,0.72,6.93
2017-03-31,7.52,7.52,7.52,-65.27,0.06,-5.34
2017-04-03,0.1,-3.6,-1.56,-13.01,-0.54,-3.88
2017-04-04,-3.7,-3.7,-3.7,39.03,-0.28,1.32
2017-04-05,2.45,2.45,2.45,-41.09,0.46,-7.21
2017-04-06,-1.33,-1.33,-1.33,14.8,0.04,4.54
2017-04-07,-5.72,-5.72,-5.72,-6.85,0.09,-1.95
2017-04-10,4.64,-0.32,-0.13,1.92,0.14,1.62
2017-04-11,0.01,0.01,0.01,-6.72,-0.36,-3.38
2017-04-12,7.87,7.87,7.87,-59.44,-0.32,-8.85
2017-04-13,-4.62,-4.62,-4.62,-138.61,-0.57,-15.98
2017-04-17,-0.5,-6.79,-3.56,183.67,0.97,20.06
2017-04-18,-0.79,-0.79,-0.79,-113.64,0.02,-6.82
2017-04-19,3.23,3.23,3.23,-118.79,0.07,-4.02
2017-04-20,0.55,0.55,0.55,174.22,0.95,17.67
2017-04-21,-5.69,-5.69,-5.69,-30.95,-0.21,-7.15
2017-04-24,-0.08,-7.57,-3.51,216.13,0.54,25.46
2017-04-25,0.04,0.04,0.04,232.23,0.08,14.46
2017-04-26,2.66,2.66,2.66,-21.03,-0.99,-1.16
2017-04-27,5.35,5.35,5.35,6.24,-0.87,1.32
2017-04-28,-3.41,-3.41,-3.41,-40.82,0.2,-4.57
