Date,Friday,Sunday,Weekend,djia,nasdaq,snp
2016-11-01,,,,,,
2016-11-02,9.05,9.05,9.05,-77.46,0.24,-13.78
2016-11-03,-1.73,-1.73,-1.73,-28.97,0.4,-9.28
2016-11-04,-1.68,-1.68,-1.68,-42.39,0.52,-3.48
2016-11-07,-1.45,-10.48,-5.78,371.32,0.78,46.34
2016-11-08,2.65,2.65,2.65,73.14,-0.08,8.04
2016-11-09,3.28,3.28,3.28,256.95,1.55,23.7
2016-11-10,-6.23,-6.23,-6.23,218.19,0.17,4.22
2016-11-11,9.77,9.77,9.77,39.78,-0.66,-3.03
2016-11-14,-11.14,-0.05,-4.89,21.03,-1.71,-0.25
2016-11-15,3.61,3.61,3.61,54.37,-0.25,16.19
2016-11-16,-1.72,-1.72,-1.72,-54.92,0.23,-3.45
2016-11-17,9.06,9.06,9.06,35.68,0.15,10.18
2016-11-18,-6.29,-6.29,-6.29,-35.89,0.99,-5.22
2016-11-21,-5.03,-4.43,1.13,88.76,0.12,16.28
2016-11-22,3.88,3.88,3.88,67.18,-0.39,4.76
2016-11-23,-5.39,-5.39,-5.39,59.31,-0.24,1.78
2016-11-25,6.43,-2.0,2.22,68.96,0.35,8.63
2016-11-28,1.05,-2.39,0.33,-54.24,-1.11,-11.63
2016-11-29,0.71,0.71,0.71,23.7,0.39,2.94
2016-11-30,-0.75,-0.75,-0.75,1.98,-0.88,-5.85
2016-12-01,1.62,1.62,1.62,68.35,-0.54,-7.73
2016-12-02,-14.13,-14.13,-14.13,-21.51,0.33,0.87
2016-12-05,12.7,-12.39,-0.16,45.82,0.98,12.76
2016-12-06,2.39,2.39,2.39,35.54,1.66,7.52
2016-12-07,-7.52,-7.52,-7.52,297.84,1.09,29.12
2016-12-08,1.69,1.69,1.69,65.19,0.16,4.84
2016-12-09,0.73,0.73,0.73,142.04,0.85,13.34
2016-12-12,7.59,-1.7,2.08,39.58,0.17,-2.57
2016-12-13,-8.25,-8.25,-8.25,114.78,0.47,14.76
2016-12-14,-1.8,-1.8,-1.8,-118.68,-1.0,-18.44
2016-12-15,-2.38,-2.38,-2.38,59.71,0.35,8.75
2016-12-16,5.64,5.64,5.64,-8.83,-0.55,-3.96
2016-12-19,2.4,2.36,5.39,39.65,-0.36,4.46
2016-12-20,2.9,2.9,2.9,91.56,0.31,8.23
2016-12-21,-6.62,-6.62,-6.62,-32.66,-0.52,-5.58
2016-12-22,5.98,5.98,5.98,-23.08,-0.28,-4.22
2016-12-23,1.56,1.56,1.56,14.93,-0.04,2.83
2016-12-27,-6.68,-1.15,-2.99,11.23,0.36,5.09
2016-12-28,-0.45,-0.45,-0.45,-111.36,-0.19,-18.96
2016-12-29,-6.59,-6.59,-6.59,-13.9,-0.33,-0.66
2016-12-30,5.08,5.08,5.08,-57.18,0.11,-10.43
2017-01-03,14.17,5.02,10.0,119.16,-0.44,19.0
2017-01-04,-6.39,-6.39,-6.39,60.4,1.04,12.92
2017-01-05,-3.59,-3.59,-3.59,-42.87,-0.08,-1.75
2017-01-06,-1.79,-1.79,-1.79,64.51,0.82,7.98
2017-01-09,1.19,-1.17,0.13,-76.42,-0.69,-8.08
2017-01-10,3.78,3.78,3.78,-31.85,-0.57,0.0
2017-01-11,-1.7,-1.7,-1.7,98.75,0.52,6.42
2017-01-12,0.51,0.51,0.51,-63.28,-0.32,-4.88
2017-01-13,-1.55,-1.55,-1.55,-5.27,0.31,4.2
2017-01-17,-1.21,-4.38,-3.14,-58.96,-0.72,-6.75
2017-01-18,-1.73,-1.73,-1.73,-22.05,0.26,4.0
2017-01-19,0.03,0.03,0.03,-72.32,-0.19,-8.2
2017-01-20,2.73,2.73,2.73,94.85,0.3,7.62
2017-01-23,-4.26,-7.88,-6.03,-27.4,-0.04,-6.11
2017-01-24,0.43,0.43,0.43,112.86,0.63,14.87
2017-01-25,2.47,2.47,2.47,155.8,0.39,18.3
2017-01-26,-2.4,-2.4,-2.4,32.4,0.49,-1.69
2017-01-27,0.72,0.72,0.72,-7.13,-0.47,-1.99
