Date,Natural1,Natural2,Natural3,Stock
2016-11-01,,,,
2016-11-02,0.15,0.15,-2.31,-13.78
2016-11-03,2.0,8.66,8.66,-9.28
2016-11-04,-12.03,-12.03,-12.03,-3.48
2016-11-07,8.83,8.83,8.83,46.34
2016-11-08,2.66,2.66,2.66,8.04
2016-11-09,-7.4,-7.4,3.34,23.7
2016-11-10,1.98,15.64,15.64,4.22
2016-11-11,-17.9,-17.9,-17.9,-3.03
2016-11-14,-1.09,-1.09,-1.09,-0.25
2016-11-15,3.99,3.99,3.99,16.19
2016-11-16,-3.83,-3.83,-5.09,-3.45
2016-11-17,2.75,14.45,14.45,10.18
2016-11-18,-4.39,-4.39,-4.39,-5.22
2016-11-21,1.08,1.08,-5.85,16.28
2016-11-22,-5.85,0.99,-5.48,4.76
2016-11-23,-0.84,5.48,5.48,1.78
2016-11-25,13.79,13.79,13.79,8.63
2016-11-28,-5.9,-5.9,-5.9,-11.63
2016-11-29,-8.6,-8.6,-8.6,2.94
2016-11-30,4.96,4.96,0.54,-5.85
2016-12-01,-9.74,-1.17,-1.17,-7.73
2016-12-02,19.12,19.12,19.12,0.87
2016-12-05,-6.49,-6.49,-6.49,12.76
2016-12-06,-3.32,-3.32,-3.32,7.52
2016-12-07,-0.09,-0.09,0.8,29.12
2016-12-08,-4.26,-0.55,-0.55,4.84
2016-12-09,7.75,7.75,7.75,13.34
2016-12-12,-8.99,-8.99,-8.99,-2.57
2016-12-13,-0.85,-0.85,-0.85,14.76
2016-12-14,2.33,2.33,-0.39,-18.44
2016-12-15,-4.12,9.8,9.8,8.75
2016-12-16,-3.93,-3.93,-3.93,-3.96
2016-12-19,-1.18,-1.18,-1.18,4.46
2016-12-20,1.21,1.21,1.21,8.23
2016-12-21,-0.78,-0.78,26.38,-5.58
2016-12-22,-0.63,-32.48,-32.48,-4.22
2016-12-23,5.56,5.56,5.56,2.83
2016-12-27,0.77,0.77,0.77,5.09
2016-12-28,-3.96,-3.96,11.01,-18.96
2016-12-29,-1.68,-6.21,-6.21,-0.66
2016-12-30,-3.62,-3.62,-3.62,-10.43
2017-01-03,-3.81,-3.81,-3.81,19.0
2017-01-04,15.11,15.11,5.67,12.92
2017-01-05,-8.31,-2.5,-2.5,-1.75
2017-01-06,6.4,6.4,6.4,7.98
2017-01-09,-10.67,-10.67,-10.67,-8.08
2017-01-10,2.73,2.73,2.73,0.0
2017-01-11,-2.22,-2.22,-9.53,6.42
2017-01-12,-0.13,21.62,21.62,-4.88
2017-01-13,-1.19,-1.19,-1.19,4.2
2017-01-17,5.6,5.6,5.6,-6.75
2017-01-18,-15.69,-15.69,13.49,4.0
2017-01-19,-7.42,-2.52,-2.52,-8.2
2017-01-20,-7.3,-7.3,-7.3,7.62
2017-01-23,-2.91,-2.91,-2.91,-6.11
2017-01-24,4.02,4.02,4.02,14.87
2017-01-25,11.11,11.11,-1.39,18.3
2017-01-26,-4.57,-2.55,-2.55,-1.69
2017-01-27,6.51,6.51,6.51,-1.99
2017-01-30,-4.43,-4.43,-4.43,-13.79
2017-01-31,-3.5,-3.5,-3.5,-2.03
2017-02-01,-0.82,-0.82,-0.54,0.68
2017-02-02,-0.28,1.64,1.64,1.3
2017-02-03,4.35,4.35,4.35,16.57
2017-02-06,-6.41,-6.41,-6.41,-4.86
2017-02-07,6.01,6.01,6.01,0.52
2017-02-08,-6.52,-6.52,1.35,1.59
