Date,Sent0.6,Tot0.6,Sent0.8,Tot0.8,Sent1.0,Tot1.0,Bull,Tot_bull
2017-07-03,63.70,135,64.71,119,63.92,97,55.10,49
2017-07-04,65.62,64,69.23,52,66.67,33,46.15,13
2017-07-05,72.48,109,71.28,94,68.06,72,56.25,32
2017-07-06,62.02,129,64.15,106,60.00,85,62.50,48
2017-07-07,75.00,144,74.63,134,76.70,103,78.12,64
2017-07-08,83.33,42,86.49,37,92.86,28,88.89,9
2017-07-09,73.33,45,72.73,44,75.00,32,60.00,5
2017-07-10,77.04,135,76.23,122,75.27,93,67.50,40
2017-07-11,74.84,159,72.39,134,69.39,98,66.67,51
2017-07-12,76.21,227,74.07,189,70.77,130,57.69,52
2017-07-13,67.26,223,65.99,197,57.86,140,27.45,51
2017-07-14,71.95,353,69.67,300,65.69,239,53.90,141
2017-07-15,73.00,100,73.56,87,72.06,68,30.00,20
2017-07-16,71.23,73,72.31,65,69.09,55,26.67,15
2017-07-17,71.35,2548,68.88,2127,60.80,1495,54.08,895
2017-07-18,72.50,2880,70.22,2317,65.05,1654,64.30,958
2017-07-19,64.47,1109,61.38,901,53.57,687,49.54,432
2017-07-20,61.14,597,57.71,506,49.46,372,40.00,195
2017-07-21,65.03,835,61.71,692,54.92,528,48.34,302
2017-07-22,70.64,109,72.83,92,70.67,75,67.74,31
2017-07-23,76.39,72,79.31,58,75.00,40,79.17,24
2017-07-24,62.07,406,60.17,344,51.49,268,41.89,148
2017-07-25,61.39,360,57.43,303,49.36,235,34.07,135
2017-07-26,68.38,389,65.84,322,60.00,240,56.25,144
2017-07-27,58.81,721,56.03,580,47.09,429,41.60,250
2017-07-28,53.57,336,50.55,271,44.44,216,36.88,141
2017-07-29,73.91,46,73.68,38,68.97,29,69.23,13
2017-07-30,61.70,47,60.53,38,51.61,31,30.77,13
2017-07-31,56.56,244,52.13,211,41.14,158,26.32,95
2017-08-01,69.07,236,66.15,195,60.54,147,51.22,82
2017-08-02,56.73,312,55.34,253,45.03,191,21.74,92
2017-08-03,55.11,225,57.46,181,55.24,143,47.22,72
2017-08-04,72.15,158,71.54,130,66.67,96,60.00,50
2017-08-05,65.79,38,67.57,37,60.00,30,47.06,17
2017-08-06,88.10,42,91.43,35,88.46,26,85.71,7
2017-08-07,73.93,234,71.66,187,67.15,137,59.65,57
2017-08-08,65.20,954,62.16,777,53.52,540,37.54,301
2017-08-09,66.74,926,64.44,793,59.56,633,55.02,418
2017-08-10,52.88,452,49.87,381,43.56,303,34.64,179
2017-08-11,63.29,237,61.05,190,53.64,151,47.30,74
2017-08-12,66.07,56,68.18,44,57.14,28,46.15,13
2017-08-13,73.33,60,76.60,47,71.88,32,66.67,6
2017-08-14,69.29,267,65.40,211,62.18,156,60.29,68
2017-08-15,65.67,233,63.59,195,57.25,131,45.59,68
2017-08-16,76.44,348,73.84,279,69.65,201,62.89,97
2017-08-17,57.65,196,54.49,167,46.77,124,45.65,46
2017-08-18,62.22,225,63.33,180,58.39,137,51.52,66
2017-08-19,58.82,34,61.54,26,52.94,17,33.33,3
2017-08-20,75.00,44,75.68,37,78.57,28,66.67,9
2017-08-21,68.38,136,68.14,113,68.18,88,60.00,40
2017-08-22,76.97,178,77.70,148,71.96,107,76.67,60
2017-08-23,71.69,272,72.24,245,67.54,191,75.00,124
2017-08-24,75.00,180,75.82,153,71.68,113,78.85,52
2017-08-25,68.15,157,69.11,123,60.71,84,67.39,46
2017-08-26,72.00,25,68.18,22,64.71,17,62.50,8
2017-08-27,64.86,37,66.67,30,63.64,22,70.00,10
2017-08-28,64.23,123,63.00,100,56.34,71,50.00,38
2017-08-29,62.22,180,62.09,153,57.76,116,57.14,56
2017-08-30,67.78,571,66.39,482,60.92,371,55.56,234
2017-08-31,65.56,302,64.94,251,61.46,205,53.38,133
