Date,Natural1,Natural2,Natural3,Stock
2016-11-01,,,,
2016-11-02,-0.41,-0.41,1.76,0.14
2016-11-03,-1.01,0.77,0.77,-0.67
2016-11-04,-2.49,-2.49,-2.49,-0.68
2016-11-07,1.01,1.01,1.01,1.78
2016-11-08,-0.81,-0.81,-0.81,1.29
2016-11-09,2.11,2.11,0.78,0.87
2016-11-10,-0.48,1.54,1.54,-0.47
2016-11-11,-3.09,-3.09,-3.09,-0.29
2016-11-14,2.12,2.12,2.12,3.64
2016-11-15,-0.77,-0.77,-0.77,0.46
2016-11-16,-0.42,-0.42,2.41,0.89
2016-11-17,-1.52,-0.45,-0.45,0.24
2016-11-18,-0.71,-0.71,-0.71,0.55
2016-11-21,-0.41,-0.41,-0.65,-0.5
2016-11-22,-0.65,0.64,3.02,0.19
2016-11-23,0.38,-2.29,-2.29,0.45
2016-11-25,-1.31,-1.31,-1.31,0.52
2016-11-28,1.14,1.14,1.14,1.16
2016-11-29,-5.61,-5.61,-5.61,-1.14
2016-11-30,1.51,1.51,4.22,-1.41
2016-12-01,1.43,-2.71,-2.71,-0.8
2016-12-02,-0.78,-0.78,-0.78,-0.23
2016-12-05,0.07,0.07,0.07,1.05
2016-12-06,1.52,1.52,1.52,-0.04
2016-12-07,-0.43,-0.43,0.67,0.67
2016-12-08,-0.29,0.35,0.35,0.53
2016-12-09,0.27,0.27,0.27,0.81
2016-12-12,-3.52,-3.52,-3.52,0.48
2016-12-13,6.1,6.1,6.1,0.94
2016-12-14,-2.82,-2.82,-1.67,0.16
2016-12-15,2.61,-1.14,-1.14,-0.48
2016-12-16,-0.13,-0.13,-0.13,0.88
2016-12-19,1.67,1.67,1.67,-0.25
2016-12-20,-3.55,-3.55,-3.55,0.34
2016-12-21,2.81,2.81,0.45,-0.15
2016-12-22,1.0,-1.06,-1.06,0.54
2016-12-23,-1.91,-1.91,-1.91,-0.58
2016-12-27,-1.2,-1.2,-1.2,-0.07
2016-12-28,2.27,2.27,1.69,-0.39
2016-12-29,2.53,-0.65,-0.65,0.11
2016-12-30,-0.86,-0.86,-0.86,-1.07
2017-01-03,0.38,0.38,0.38,-2.1
2017-01-04,-0.58,-0.58,2.86,-0.14
2017-01-05,-1.94,-1.75,-1.75,0.22
2017-01-06,0.59,0.59,0.59,1.06
2017-01-09,2.1,2.1,2.1,-0.33
2017-01-10,-0.43,-0.43,-0.43,-0.18
2017-01-11,-1.62,-1.62,-4.19,0.63
2017-01-12,-0.12,0.95,0.95,1.22
2017-01-13,-1.94,-1.94,-1.94,-0.6
2017-01-17,1.71,1.71,1.71,1.25
2017-01-18,-0.26,-0.26,1.71,-0.04
2017-01-19,-1.36,22.22,22.22,-0.53
2017-01-20,-5.76,-5.76,-5.76,0.08
2017-01-23,-2.66,-2.66,-2.66,-0.88
2017-01-24,-17.76,-17.76,-17.76,-0.33
2017-01-25,9.42,9.42,-12.36,0.74
2017-01-26,12.18,0.0,0.0,0.09
2017-01-27,0.0,0.0,0.0,0.98
2017-01-30,9.01,9.01,9.01,0.16
2017-01-31,7.33,7.33,7.33,-0.45
2017-02-01,-7.91,-7.91,4.32,-0.15
2017-02-02,-4.15,-3.54,-3.54,0.8
2017-02-03,4.48,4.48,4.48,1.02
2017-02-06,3.41,3.41,3.41,0.21
2017-02-07,-0.82,-0.82,-0.82,0.14
2017-02-08,2.38,2.38,3.77,0.08
2017-02-09,-1.44,-7.59,-7.59,-0.19
2017-02-10,1.06,1.06,1.06,1.34
2017-02-13,-6.94,-6.94,-6.94,-0.28
2017-02-14,-15.67,-15.67,-15.67,0.27
2017-02-15,-7.38,-7.38,-13.6,0.67
2017-02-16,33.41,6.39,6.39,0.22
2017-02-17,6.62,6.62,6.62,1.1
2017-02-21,-2.85,-2.85,-2.85,0.24
