Date,Natural1,Natural2,Natural3,Stock
2016-11-01,,,,
2016-11-02,-6.94,-6.94,15.53,-0.96
2016-11-03,-4.73,5.26,5.26,-0.2
2016-11-04,-3.75,-3.75,-3.75,-0.11
2016-11-07,-15.0,-15.0,-15.0,2.55
2016-11-08,2.54,2.54,2.54,-0.24
2016-11-09,6.67,6.67,-2.51,-2.15
2016-11-10,1.97,10.08,10.08,-6.77
2016-11-11,8.17,8.17,8.17,-0.64
2016-11-14,-2.39,-2.39,-2.39,-1.4
2016-11-15,-4.53,-4.53,-4.53,0.21
2016-11-16,-15.61,-15.61,4.35,1.6
2016-11-17,18.34,9.59,9.59,-0.16
2016-11-18,-13.94,-13.94,-13.94,0.18
2016-11-21,4.38,4.38,-8.26,2.75
2016-11-22,-8.26,-7.87,6.34,0.08
2016-11-23,-5.42,13.1,13.1,-0.35
2016-11-25,-10.71,-10.71,-10.71,-0.28
2016-11-28,-2.29,-2.29,-2.29,-0.48
2016-11-29,11.33,11.33,11.33,0.58
2016-11-30,2.96,2.96,-1.56,-0.51
2016-12-01,-11.17,19.05,19.05,0.22
2016-12-02,-11.18,-11.18,-11.18,3.59
2016-12-05,3.34,3.34,3.34,-1.65
2016-12-06,-0.22,-0.22,-0.22,5.41
2016-12-07,3.43,3.43,-13.23,0.82
2016-12-08,-11.63,40.63,40.63,-2.15
2016-12-09,-8.04,-8.04,-8.04,-0.36
2016-12-12,-8.63,-8.63,-8.63,-0.05
2016-12-13,-2.5,-2.5,-2.5,0.95
2016-12-14,-7.39,-7.39,0.13,-0.34
2016-12-15,4.99,1.37,1.37,1.56
2016-12-16,12.03,12.03,12.03,-0.78
2016-12-19,-18.18,-18.18,-18.18,1.23
2016-12-20,-0.86,-0.86,-0.86,-0.33
2016-12-21,-0.93,-0.93,13.89,1.38
2016-12-22,-0.62,12.22,12.22,-0.92
2016-12-23,3.33,3.33,3.33,0.01
2016-12-27,-30.83,-30.83,-30.83,2.76
2016-12-28,-4.32,-4.32,12.63,-2.46
2016-12-29,-4.13,14.75,14.75,-0.56
2016-12-30,-17.99,-17.99,-17.99,-1.53
2017-01-03,-5.11,-5.11,-5.11,3.69
2017-01-04,4.0,4.0,2.29,1.92
2017-01-05,0.64,8.71,8.71,2.4
2017-01-06,11.03,11.03,11.03,-0.74
2017-01-09,-14.64,-14.64,-14.64,-0.12
2017-01-10,-17.22,-17.22,-17.22,-1.06
2017-01-11,19.75,19.75,5.07,0.61
2017-01-12,-4.18,6.73,6.73,-1.32
2017-01-13,0.69,0.69,0.69,4.52
2017-01-17,-6.21,-6.21,-6.21,-0.81
2017-01-18,-5.46,-5.46,1.55,0.37
2017-01-19,-11.08,10.1,10.1,5.15
2017-01-20,3.59,3.59,3.59,0.19
2017-01-23,-2.27,-2.27,-2.27,-1.21
2017-01-24,2.53,2.53,2.53,2.72
2017-01-25,-10.48,-10.48,10.4,-0.59
2017-01-26,2.04,16.16,16.16,-0.56
2017-01-27,-22.92,-22.92,-22.92,3.49
2017-01-30,11.75,11.75,11.75,-1.23
2017-01-31,-9.48,-9.48,-9.48,-0.51
2017-02-01,-4.51,-4.51,6.52,0.07
2017-02-02,-3.1,14.98,14.98,-1.58
2017-02-03,-38.89,-38.89,-38.89,1.05
2017-02-06,35.42,35.42,35.42,0.72
2017-02-07,-7.73,-7.73,-7.73,3.03
2017-02-08,-7.17,-7.17,14.19,0.74
2017-02-09,-10.52,-24.19,-24.19,-0.6
2017-02-10,11.11,11.11,11.11,0.68
2017-02-13,0.34,0.34,0.34,-1.62
2017-02-14,3.41,3.41,3.41,-2.38
2017-02-15,4.71,4.71,-51.15,1.45
2017-02-16,-1.39,58.95,58.95,-0.26
2017-02-17,7.72,7.72,7.72,0.21
2017-02-21,-15.94,-15.94,-15.94,0.38
2017-02-22,10.04,10.04,-18.43,1.26
2017-02-23,-17.44,40.81,40.81,-1.08
2017-02-24,-28.57,-28.57,-28.57,0.47
2017-02-27,14.95,14.95,14.95,0.16
2017-02-28,-9.93,-9.93,-9.93,-1.28
2017-03-01,8.29,8.29,4.41,0.52
2017-03-02,-18.93,-5.93,-5.93,-3.12
2017-03-03,19.23,19.23,19.23,-0.39
2017-03-06,-10.17,-10.17,-10.17,2.8
2017-03-07,7.61,7.61,7.61,-0.51
2017-03-08,-2.38,-2.38,7.15,-1.11
2017-03-09,-4.77,-21.22,-21.22,0.21
2017-03-10,40.26,40.26,40.26,0.36
2017-03-13,-1.71,-1.71,-1.71,2.63
2017-03-14,-19.29,-19.29,-19.29,-0.33
2017-03-15,8.62,8.62,-11.07,2.06
2017-03-16,-1.59,19.33,19.33,-0.86
2017-03-17,-3.08,-3.08,-3.08,0.72
2017-03-20,9.13,9.13,9.13,0.72
2017-03-21,-18.61,-18.61,-18.61,-3.41
2017-03-22,-1.4,-1.4,11.25,0.23
2017-03-23,-3.0,11.42,11.42,-0.81
