Date,Friday,Sunday,Weekend,Stock
2016-11-01,,,,
2016-11-02,-3.05,-3.05,-3.05,-13.78
2016-11-03,7.62,7.62,7.62,-9.28
2016-11-04,-2.28,-2.28,-2.28,-3.48
2016-11-07,5.46,2.4,2.02,46.34
2016-11-08,0.33,0.33,0.33,8.04
2016-11-09,-4.57,-4.57,-4.57,23.7
2016-11-10,-0.08,-0.08,-0.08,4.22
2016-11-11,-0.23,-0.23,-0.23,-3.03
2016-11-14,-0.73,8.1,1.06,-0.25
2016-11-15,2.67,2.67,2.67,16.19
2016-11-16,1.43,1.43,1.43,-3.45
2016-11-17,-2.52,-2.52,-2.52,10.18
2016-11-18,-2.66,-2.66,-2.66,-5.22
2016-11-21,11.81,-0.29,4.77,16.28
2016-11-22,-4.75,-4.75,-4.75,4.76
2016-11-23,1.82,1.82,1.82,1.78
2016-11-25,-7.42,-1.73,-4.57,8.63
2016-11-28,3.43,-9.32,-2.85,-11.63
2016-11-29,4.41,4.41,4.41,2.94
2016-11-30,3.85,3.85,3.85,-5.85
2016-12-01,-9.14,-9.14,-9.14,-7.73
2016-12-02,0.97,0.97,0.97,0.87
2016-12-05,6.66,-2.17,4.39,12.76
2016-12-06,-2.95,-2.95,-2.95,7.52
2016-12-07,6.86,6.86,6.86,29.12
2016-12-08,-10.77,-10.77,-10.77,4.84
2016-12-09,7.92,7.92,7.92,13.34
2016-12-12,0.06,-4.58,2.62,-2.57
2016-12-13,-10.55,-10.55,-10.55,14.76
2016-12-14,3.49,3.49,3.49,-18.44
2016-12-15,-5.33,-5.33,-5.33,8.75
2016-12-16,11.08,11.08,11.08,-3.96
2016-12-19,-6.22,3.92,-0.37,4.46
2016-12-20,9.51,9.51,9.51,8.23
2016-12-21,-5.19,-5.19,-5.19,-5.58
2016-12-22,0.34,0.34,0.34,-4.22
2016-12-23,-4.02,-4.02,-4.02,2.83
2016-12-27,15.32,10.78,11.72,5.09
2016-12-28,-15.25,-15.25,-15.25,-18.96
2016-12-29,-0.68,-0.68,-0.68,-0.66
2016-12-30,-8.61,-8.61,-8.61,-10.43
2017-01-03,11.46,11.11,7.3,19.0
2017-01-04,5.94,5.94,5.94,12.92
2017-01-05,1.01,1.01,1.01,-1.75
2017-01-06,-2.23,-2.23,-2.23,7.98
2017-01-09,-5.28,0.11,-2.94,-8.08
2017-01-10,3.42,3.42,3.42,0.0
2017-01-11,2.68,2.68,2.68,6.42
2017-01-12,-4.74,-4.74,-4.74,-4.88
2017-01-13,-1.13,-1.13,-1.13,4.2
2017-01-17,5.54,8.8,9.6,-6.75
2017-01-18,-11.98,-11.98,-11.98,4.0
2017-01-19,-3.78,-3.78,-3.78,-8.2
2017-01-20,14.32,14.32,14.32,7.62
2017-01-23,-1.8,-5.15,-0.46,-6.11
2017-01-24,-2.64,-2.64,-2.64,14.87
2017-01-25,11.06,11.06,11.06,18.3
2017-01-26,-7.82,-7.82,-7.82,-1.69
2017-01-27,-8.57,-8.57,-8.57,-1.99
2017-01-30,9.26,0.56,5.65,-13.79
2017-01-31,-1.42,-1.42,-1.42,-2.03
2017-02-01,-2.11,-2.11,-2.11,0.68
2017-02-02,2.87,2.87,2.87,1.3
2017-02-03,-7.2,-7.2,-7.2,16.57
2017-02-06,0.05,-4.1,-0.85,-4.86
2017-02-07,7.34,7.34,7.34,0.52
2017-02-08,-7.96,-7.96,-7.96,1.59
2017-02-09,6.33,6.33,6.33,13.2
2017-02-10,-0.38,-0.38,-0.38,8.23
2017-02-13,3.54,-2.95,2.04,12.15
2017-02-14,-6.43,-6.43,-6.43,9.33
2017-02-15,1.03,1.03,1.03,11.67
2017-02-16,-1.8,-1.8,-1.8,-2.03
2017-02-17,-2.73,-2.73,-2.73,3.94
2017-02-21,-1.28,-11.21,-9.46,14.22
2017-02-22,-1.46,-1.46,-1.46,-2.56
2017-02-23,-3.65,-3.65,-3.65,0.99
2017-02-24,5.74,5.74,5.74,3.53
