Date,Close,Diff,Binary
2016-11-01,123.3,,0
2016-11-02,122.34,-0.96,0
2016-11-03,122.14,-0.2,0
2016-11-04,122.03,-0.11,0
2016-11-07,124.58,2.55,4
2016-11-08,124.34,-0.24,0
2016-11-09,122.19,-2.15,0
2016-11-10,115.42,-6.77,0
2016-11-11,114.78,-0.64,0
2016-11-14,113.38,-1.4,0
2016-11-15,113.59,0.21,4
2016-11-16,115.19,1.6,4
2016-11-17,115.03,-0.16,0
2016-11-18,115.21,0.18,4
2016-11-21,117.96,2.75,4
2016-11-22,118.04,0.08,4
2016-11-23,117.69,-0.35,0
2016-11-25,117.41,-0.28,0
2016-11-28,116.93,-0.48,0
2016-11-29,117.51,0.58,4
2016-11-30,117.0,-0.51,0
2016-12-01,117.22,0.22,4
2016-12-02,120.81,3.59,4
2016-12-05,119.16,-1.65,0
2016-12-06,124.57,5.41,4
2016-12-07,125.39,0.82,4
2016-12-08,123.24,-2.15,0
2016-12-09,122.88,-0.36,0
2016-12-12,122.83,-0.05,0
2016-12-13,123.78,0.95,4
2016-12-14,123.44,-0.34,0
2016-12-15,125.0,1.56,4
2016-12-16,124.22,-0.78,0
2016-12-19,125.45,1.23,4
2016-12-20,125.12,-0.33,0
2016-12-21,126.5,1.38,4
2016-12-22,125.58,-0.92,0
2016-12-23,125.59,0.01,4
2016-12-27,128.35,2.76,4
2016-12-28,125.89,-2.46,0
2016-12-29,125.33,-0.56,0
2016-12-30,123.8,-1.53,0
2017-01-03,127.49,3.69,4
2017-01-04,129.41,1.92,4
2017-01-05,131.81,2.4,4
2017-01-06,131.07,-0.74,0
2017-01-09,130.95,-0.12,0
2017-01-10,129.89,-1.06,0
2017-01-11,130.5,0.61,4
2017-01-12,129.18,-1.32,0
2017-01-13,133.7,4.52,4
2017-01-17,132.89,-0.81,0
2017-01-18,133.26,0.37,4
2017-01-19,138.41,5.15,4
2017-01-20,138.6,0.19,4
2017-01-23,137.39,-1.21,0
2017-01-24,140.11,2.72,4
2017-01-25,139.52,-0.59,0
2017-01-26,138.96,-0.56,0
2017-01-27,142.45,3.49,4
2017-01-30,141.22,-1.23,0
2017-01-31,140.71,-0.51,0
2017-02-01,140.78,0.07,4
2017-02-02,139.2,-1.58,0
2017-02-03,140.25,1.05,4
2017-02-06,140.97,0.72,4
2017-02-07,144.0,3.03,4
2017-02-08,144.74,0.74,4
2017-02-09,144.14,-0.6,0
2017-02-10,144.82,0.68,4
2017-02-13,143.2,-1.62,0
2017-02-14,140.82,-2.38,0
2017-02-15,142.27,1.45,4
2017-02-16,142.01,-0.26,0
2017-02-17,142.22,0.21,4
2017-02-21,142.6,0.38,4
2017-02-22,143.86,1.26,4
2017-02-23,142.78,-1.08,0
2017-02-24,143.25,0.47,4
2017-02-27,143.41,0.16,4
2017-02-28,142.13,-1.28,0
2017-03-01,142.65,0.52,4
2017-03-02,139.53,-3.12,0
2017-03-03,139.14,-0.39,0
2017-03-06,141.94,2.8,4
2017-03-07,141.43,-0.51,0
2017-03-08,140.32,-1.11,0
2017-03-09,140.53,0.21,4
2017-03-10,140.89,0.36,4
2017-03-13,143.52,2.63,4
2017-03-14,143.19,-0.33,0
2017-03-15,145.25,2.06,4
2017-03-16,144.39,-0.86,0
2017-03-17,145.11,0.72,4
2017-03-20,145.83,0.72,4
2017-03-21,142.42,-3.41,0
2017-03-22,142.65,0.23,4
2017-03-23,141.84,-0.81,0
2017-03-24,142.02,0.18,4
2017-03-27,144.06,2.04,4
2017-03-28,145.17,1.11,4
2017-03-29,146.47,1.3,4
2017-03-30,148.06,1.59,4
2017-03-31,147.81,-0.25,0
2017-04-03,146.92,-0.89,0
2017-04-04,145.5,-1.42,0
2017-04-05,143.62,-1.88,0
2017-04-06,143.74,0.12,4
2017-04-07,143.11,-0.63,0
2017-04-10,143.85,0.74,4
2017-04-11,144.35,0.5,4
2017-04-12,143.83,-0.52,0
2017-04-13,142.92,-0.91,0
2017-04-17,147.25,4.33,4
2017-04-18,143.36,-3.89,0
2017-04-19,139.76,-3.6,0
2017-04-20,141.18,1.42,4
2017-04-21,142.87,1.69,4
2017-04-24,143.83,0.96,4
2017-04-25,152.16,8.33,4
2017-04-26,150.17,-1.99,0
2017-04-27,153.08,2.91,4
2017-04-28,152.2,-0.88,0
