2016,11,01,56.31
2016,11,02,55.81
2016,11,03,58.07
2016,11,04,59.25
2016,11,07,54.26
2016,11,08,58.14
2016,11,09,58.23
2016,11,10,60.03
2016,11,11,60.43
2016,11,14,57.87
2016,11,15,55.38
2016,11,16,53.91
2016,11,17,57.90
2016,11,18,59.45
2016,11,21,56.13
2016,11,22,56.61
2016,11,23,57.18
2016,11,25,57.97
2016,11,28,56.84
2016,11,29,56.49
2016,11,30,61.08
