2016,12,01,47.85
2016,12,02,48.32
2016,12,05,50.32
2016,12,06,49.97
2016,12,07,49.18
2016,12,08,50.73
2016,12,09,50.33
2016,12,12,50.64
2016,12,13,50.50
2016,12,14,50.07
2016,12,15,51.35
2016,12,16,49.91
2016,12,19,50.54
2016,12,20,49.35
