2016,11,01,57.17
2016,11,02,49.14
2016,11,03,51.82
2016,11,04,55.24
2016,11,07,57.42
2016,11,08,60.23
2016,11,09,60.07
2016,11,10,52.03
2016,11,11,56.64
2016,11,14,55.57
2016,11,15,56.72
2016,11,16,48.01
2016,11,17,56.29
2016,11,18,53.88
2016,11,21,51.80
2016,11,22,52.12
2016,11,23,53.82
2016,11,25,50.04
2016,11,28,52.99
2016,11,29,50.04
2016,11,30,54.15
