Date,Friday,Sunday,Weekend,djia,nasdaq,snp
2017-02-13,0.75,-0.99,-0.22,142.79,0.93,12.15
2017-02-14,1.34,1.34,1.34,92.25,0.08,9.33
2017-02-15,-3.53,-3.53,-3.53,107.45,0.47,11.67
2017-02-16,0.73,0.73,0.73,7.91,0.09,-2.03
2017-02-17,0.97,0.97,0.97,4.28,0.17,3.94
2017-02-21,-0.29,1.92,0.47,118.95,-0.14,14.22
2017-02-22,1.17,1.17,1.17,32.6,-0.13,-2.56
2017-02-23,-1.06,-1.06,-1.06,34.72,0.21,0.99
2017-02-24,0.62,0.62,0.62,11.44,0.0,3.53
2017-02-27,-0.32,-1.95,-1.37,15.68,-0.3,2.39
2017-02-28,-0.17,-0.17,-0.17,-25.2,-0.04,-6.09
2017-03-01,0.0,0.0,0.0,303.31,1.07,32.32
2017-03-02,0.0,0.0,0.0,-112.58,-0.93,-14.04
2017-03-03,0.71,0.71,0.71,2.74,-0.16,1.2
2017-03-06,0.01,0.1,0.69,-51.37,0.27,-7.81
2017-03-07,-0.46,-0.46,-0.46,-29.58,-0.43,-6.92
2017-03-08,0.78,0.78,0.78,-69.03,-0.2,-5.41
2017-03-09,-1.83,-1.83,-1.83,2.46,0.35,1.89
2017-03-10,1.46,1.46,1.46,44.79,-0.12,7.73
2017-03-13,-1.4,0.12,-0.98,-21.5,-0.18,0.87
2017-03-14,-0.07,-0.07,-0.07,-44.11,-0.07,-8.02
2017-03-15,-0.4,-0.4,-0.4,112.73,0.11,19.81
2017-03-16,-0.5,-0.5,-0.5,-15.55,0.34,-3.88
2017-03-17,2.23,2.23,2.23,-19.93,-0.28,-3.13
2017-03-20,-1.52,-0.73,-1.15,-8.76,-0.11,-4.78
2017-03-21,0.44,0.44,0.44,-237.85,-1.03,-29.45
2017-03-22,-1.69,-1.69,-1.69,-6.71,-0.04,4.43
2017-03-23,0.35,0.35,0.35,-4.72,0.03,-2.49
2017-03-24,1.11,1.11,1.11,-59.86,0.12,-1.98
2017-03-27,0.47,-0.02,0.21,-45.74,-0.84,-2.39
2017-03-28,-0.07,-0.07,-0.07,150.52,0.13,16.98
2017-03-29,-0.03,-0.03,-0.03,-42.18,-0.47,2.56
2017-03-30,0.54,0.54,0.54,69.17,0.72,6.93
2017-03-31,0.15,0.15,0.15,-65.27,0.06,-5.34
2017-04-03,-0.43,-0.29,-0.26,-13.01,-0.54,-3.88
2017-04-04,0.0,0.0,0.0,39.03,-0.28,1.32
2017-04-05,0.54,0.54,0.54,-41.09,0.46,-7.21
2017-04-06,0.15,0.15,0.15,14.8,0.04,4.54
2017-04-07,0.29,0.29,0.29,-6.85,0.09,-1.95
2017-04-10,-1.0,-2.43,-1.98,1.92,0.14,1.62
2017-04-11,-1.2,-1.2,-1.2,-6.72,-0.36,-3.38
2017-04-12,1.95,1.95,1.95,-59.44,-0.32,-8.85
2017-04-13,-0.75,-0.75,-0.75,-138.61,-0.57,-15.98
2017-04-17,-0.43,3.38,0.12,183.67,0.97,20.06
2017-04-18,0.12,0.12,0.12,-113.64,0.02,-6.82
2017-04-19,0.8,0.8,0.8,-118.79,0.07,-4.02
2017-04-20,-0.47,-0.47,-0.47,174.22,0.95,17.67
2017-04-21,0.77,0.77,0.77,-30.95,-0.21,-7.15
2017-04-24,-1.82,-0.75,-1.05,216.13,0.54,25.46
2017-04-25,0.66,0.66,0.66,232.23,0.08,14.46
2017-04-26,0.51,0.51,0.51,-21.03,-0.99,-1.16
2017-04-27,0.54,0.54,0.54,6.24,-0.87,1.32
2017-04-28,0.59,0.59,0.59,-40.82,0.2,-4.57
