Date,Natural1,Natural2,Natural3,Stock
2016-11-01,,,,
2016-11-02,5.72,5.72,4.82,-0.96
2016-11-03,-7.4,6.42,6.42,-0.2
2016-11-04,4.55,4.55,4.55,-0.11
2016-11-07,-20.77,-20.77,-20.77,2.55
2016-11-08,8.51,8.51,8.51,-0.24
2016-11-09,4.67,4.67,6.14,-2.15
2016-11-10,-8.64,6.5,6.5,-6.77
2016-11-11,5.86,5.86,5.86,-0.64
2016-11-14,-17.6,-17.6,-17.6,-1.4
2016-11-15,3.76,3.76,3.76,0.21
2016-11-16,8.84,8.84,-7.64,1.6
2016-11-17,-6.23,4.14,4.14,-0.16
2016-11-18,4.73,4.73,4.73,0.18
2016-11-21,10.18,10.18,1.95,2.75
2016-11-22,1.95,-10.94,8.62,0.08
2016-11-23,-7.07,-4.5,-4.5,-0.35
2016-11-25,13.36,13.36,13.36,-0.28
2016-11-28,0.77,0.77,0.77,-0.48
2016-11-29,-14.23,-14.23,-14.23,0.58
2016-11-30,-3.92,-3.92,1.96,-0.51
2016-12-01,5.87,-7.23,-7.23,0.22
2016-12-02,12.61,12.61,12.61,3.59
2016-12-05,0.06,0.06,0.06,-1.65
2016-12-06,-9.47,-9.47,-9.47,5.41
2016-12-07,2.85,2.85,-0.73,0.82
2016-12-08,-0.91,-2.69,-2.69,-2.15
2016-12-09,-3.69,-3.69,-3.69,-0.36
2016-12-12,-4.96,-4.96,-4.96,-0.05
2016-12-13,-2.41,-2.41,-2.41,0.95
2016-12-14,11.72,11.72,5.69,-0.34
2016-12-15,-1.14,-0.9,-0.9,1.56
2016-12-16,7.27,7.27,7.27,-0.78
2016-12-19,-9.48,-9.48,-9.48,1.23
2016-12-20,-3.01,-3.01,-3.01,-0.33
2016-12-21,-4.91,-4.91,-0.8,1.38
2016-12-22,6.63,1.78,1.78,-0.92
2016-12-23,-7.84,-7.84,-7.84,0.01
2016-12-27,14.67,14.67,14.67,2.76
2016-12-28,-10.64,-10.64,6.93,-2.46
2016-12-29,7.53,-4.93,-4.93,-0.56
2016-12-30,4.52,4.52,4.52,-1.53
2017-01-03,-11.7,-11.7,-11.7,3.69
2017-01-04,12.3,12.3,-0.02,1.92
2017-01-05,-10.75,-2.17,-2.17,2.4
2017-01-06,-1.82,-1.82,-1.82,-0.74
2017-01-09,4.91,4.91,4.91,-0.12
2017-01-10,-2.9,-2.9,-2.9,-1.06
2017-01-11,-6.08,-6.08,-3.3,0.61
2017-01-12,-0.9,10.92,10.92,-1.32
2017-01-13,-3.8,-3.8,-3.8,4.52
2017-01-17,3.0,3.0,3.0,-0.81
2017-01-18,4.86,4.86,-1.41,0.37
