Date,Natural1,Natural2,Natural3,Stock
2016-11-01,,,,
2016-11-02,-3.21,-3.21,4.24,-77.46
2016-11-03,-0.77,17.44,17.44,-28.97
2016-11-04,-21.74,-21.74,-21.74,-42.39
2016-11-07,15.68,15.68,15.68,371.32
2016-11-08,-2.56,-2.56,-2.56,73.14
2016-11-09,1.24,1.24,-6.32,256.95
2016-11-10,4.07,8.95,8.95,218.19
2016-11-11,-6.71,-6.71,-6.71,39.78
2016-11-14,9.12,9.12,9.12,21.03
2016-11-15,3.32,3.32,3.32,54.37
2016-11-16,-22.9,-22.9,-2.97,-54.92
2016-11-17,3.46,16.43,16.43,35.68
2016-11-18,-9.89,-9.89,-9.89,-35.89
2016-11-21,-0.48,-0.48,6.83,88.76
2016-11-22,6.83,-5.56,9.08,67.18
2016-11-23,-7.93,-4.42,-4.42,59.31
2016-11-25,-1.09,-1.09,-1.09,68.96
2016-11-28,-0.95,-0.95,-0.95,-54.24
2016-11-29,9.28,9.28,9.28,23.7
2016-11-30,-2.38,-2.38,-8.99,1.98
2016-12-01,-3.78,22.73,22.73,68.35
2016-12-02,-31.23,-31.23,-31.23,-21.51
2016-12-05,27.03,27.03,27.03,45.82
2016-12-06,-14.63,-14.63,-14.63,35.54
2016-12-07,12.31,12.31,-2.74,297.84
2016-12-08,-9.19,-7.21,-7.21,65.19
2016-12-09,9.75,9.75,9.75,142.04
2016-12-12,6.68,6.68,6.68,39.58
2016-12-13,1.99,1.99,1.99,114.78
2016-12-14,-8.76,-8.76,5.0,-118.68
2016-12-15,-0.91,12.03,12.03,59.71
2016-12-16,-17.03,-17.03,-17.03,-8.83
2016-12-19,2.67,2.67,2.67,39.65
2016-12-20,4.0,4.0,4.0,91.56
2016-12-21,-7.47,-7.47,29.21,-32.66
2016-12-22,3.02,-47.51,-47.51,-23.08
2016-12-23,6.54,6.54,6.54,14.93
2016-12-27,5.82,5.82,5.82,11.23
2016-12-28,5.02,5.02,32.66,-111.36
2016-12-29,-8.34,2.83,2.83,-13.9
2016-12-30,-35.49,-35.49,-35.49,-57.18
2017-01-03,3.98,3.98,3.98,119.16
2017-01-04,1.51,1.51,2.14,60.4
2017-01-05,-2.55,6.66,6.66,-42.87
2017-01-06,-0.3,-0.3,-0.3,64.51
2017-01-09,-5.53,-5.53,-5.53,-76.42
2017-01-10,3.75,3.75,3.75,-31.85
2017-01-11,5.31,5.31,-2.39,98.75
2017-01-12,-6.27,-4.68,-4.68,-63.28
2017-01-13,6.95,6.95,6.95,-5.27
2017-01-17,-3.33,-3.33,-3.33,-58.96
2017-01-18,-2.38,-2.38,2.1,-22.05
2017-01-19,6.98,-2.91,-2.91,-72.32
2017-01-20,5.8,5.8,5.8,94.85
