Date,Friday,Sunday,Weekend,djia,nasdaq,snp
2016-11-01,,,,,,
2016-11-02,-0.92,-0.92,-0.92,-77.46,0.24,-13.78
2016-11-03,-3.19,-3.19,-3.19,-28.97,0.4,-9.28
2016-11-04,0.9,0.9,0.9,-42.39,0.52,-3.48
2016-11-07,10.25,6.59,7.42,371.32,0.78,46.34
2016-11-08,-6.73,-6.73,-6.73,73.14,-0.08,8.04
2016-11-09,-0.02,-0.02,-0.02,256.95,1.55,23.7
2016-11-10,2.45,2.45,2.45,218.19,0.17,4.22
2016-11-11,-0.52,-0.52,-0.52,39.78,-0.66,-3.03
2016-11-14,2.13,-9.16,-2.23,21.03,-1.71,-0.25
2016-11-15,4.08,4.08,4.08,54.37,-0.25,16.19
2016-11-16,-3.32,-3.32,-3.32,-54.92,0.23,-3.45
2016-11-17,-0.16,-0.16,-0.16,35.68,0.15,10.18
2016-11-18,-3.16,-3.16,-3.16,-35.89,0.99,-5.22
2016-11-21,6.22,1.23,2.91,88.76,0.12,16.28
2016-11-22,-2.52,-2.52,-2.52,67.18,-0.39,4.76
2016-11-23,-0.3,-0.3,-0.3,59.31,-0.24,1.78
2016-11-25,6.27,-1.46,2.41,68.96,0.35,8.63
2016-11-28,-4.68,-1.98,-5.84,-54.24,-1.11,-11.63
2016-11-29,1.32,1.32,1.32,23.7,0.39,2.94
2016-11-30,-3.68,-3.68,-3.68,1.98,-0.88,-5.85
2016-12-01,-5.28,-5.28,-5.28,68.35,-0.54,-7.73
2016-12-02,0.89,0.89,0.89,-21.51,0.33,0.87
2016-12-05,7.44,-1.92,0.42,45.82,0.98,12.76
2016-12-06,0.45,0.45,0.45,35.54,1.66,7.52
2016-12-07,-3.14,-3.14,-3.14,297.84,1.09,29.12
2016-12-08,-1.26,-1.26,-1.26,65.19,0.16,4.84
2016-12-09,1.97,1.97,1.97,142.04,0.85,13.34
2016-12-12,-4.37,-19.02,-9.78,39.58,0.17,-2.57
2016-12-13,2.22,2.22,2.22,114.78,0.47,14.76
2016-12-14,-5.58,-5.58,-5.58,-118.68,-1.0,-18.44
2016-12-15,5.9,5.9,5.9,59.71,0.35,8.75
2016-12-16,0.53,0.53,0.53,-8.83,-0.55,-3.96
2016-12-19,0.67,-9.84,-5.5,39.65,-0.36,4.46
2016-12-20,-0.09,-0.09,-0.09,91.56,0.31,8.23
2016-12-21,0.95,0.95,0.95,-32.66,-0.52,-5.58
2016-12-22,-0.35,-0.35,-0.35,-23.08,-0.28,-4.22
2016-12-23,3.79,3.79,3.79,14.93,-0.04,2.83
2016-12-27,-3.87,-7.44,-6.15,11.23,0.36,5.09
2016-12-28,-7.54,-7.54,-7.54,-111.36,-0.19,-18.96
2016-12-29,-0.82,-0.82,-0.82,-13.9,-0.33,-0.66
2016-12-30,-0.34,-0.34,-0.34,-57.18,0.11,-10.43
2017-01-03,6.25,-5.34,-1.21,119.16,-0.44,19.0
2017-01-04,0.97,0.97,0.97,60.4,1.04,12.92
2017-01-05,1.05,1.05,1.05,-42.87,-0.08,-1.75
2017-01-06,-1.48,-1.48,-1.48,64.51,0.82,7.98
2017-01-09,0.42,-12.24,-8.3,-76.42,-0.69,-8.08
2017-01-10,-0.27,-0.27,-0.27,-31.85,-0.57,0.0
2017-01-11,0.84,0.84,0.84,98.75,0.52,6.42
2017-01-12,-2.13,-2.13,-2.13,-63.28,-0.32,-4.88
2017-01-13,6.87,6.87,6.87,-5.27,0.31,4.2
2017-01-17,-7.0,-10.6,-12.81,-58.96,-0.72,-6.75
2017-01-18,3.92,3.92,3.92,-22.05,0.26,4.0
2017-01-19,2.25,2.25,2.25,-72.32,-0.19,-8.2
2017-01-20,-2.77,-2.77,-2.77,94.85,0.3,7.62
2017-01-23,1.72,-13.61,-6.78,-27.4,-0.04,-6.11
2017-01-24,8.55,8.55,8.55,112.86,0.63,14.87
2017-01-25,1.48,1.48,1.48,155.8,0.39,18.3
2017-01-26,-1.81,-1.81,-1.81,32.4,0.49,-1.69
2017-01-27,-7.56,-7.56,-7.56,-7.13,-0.47,-1.99
2017-01-30,-4.2,-13.4,-7.49,-122.65,-0.18,-13.79
2017-01-31,6.5,6.5,6.5,-107.04,2.36,-2.03
2017-02-01,-1.0,-1.0,-1.0,26.85,0.21,0.68
2017-02-02,-3.45,-3.45,-3.45,-6.03,-0.08,1.3
2017-02-03,4.01,4.01,4.01,186.55,-0.33,16.57
2017-02-06,1.98,-7.93,-5.14,-19.04,-0.6,-4.86
2017-02-07,-2.1,-2.1,-2.1,37.87,-0.38,0.52
2017-02-08,1.42,1.42,1.42,-35.95,-0.48,1.59
2017-02-09,1.22,1.22,1.22,118.06,0.22,13.2
2017-02-10,-4.14,-4.14,-4.14,96.97,0.67,8.23
2017-02-13,1.33,-8.47,-5.19,142.79,0.93,12.15
2017-02-14,-1.81,-1.81,-1.81,92.25,0.08,9.33
2017-02-15,4.49,4.49,4.49,107.45,0.47,11.67
2017-02-16,-5.82,-5.82,-5.82,7.91,0.09,-2.03
2017-02-17,6.45,6.45,6.45,4.28,0.17,3.94
2017-02-21,3.76,-3.58,-1.5,118.95,-0.14,14.22
2017-02-22,-9.22,-9.22,-9.22,32.6,-0.13,-2.56
2017-02-23,-7.41,-7.41,-7.41,34.72,0.21,0.99
2017-02-24,0.19,0.19,0.19,11.44,0.0,3.53
2017-02-27,7.51,0.78,0.63,15.68,-0.3,2.39
2017-02-28,-4.69,-4.69,-4.69,-25.2,-0.04,-6.09
2017-03-01,1.29,1.29,1.29,303.31,1.07,32.32
2017-03-02,-3.77,-3.77,-3.77,-112.58,-0.93,-14.04
2017-03-03,3.82,3.82,3.82,2.74,-0.16,1.2
2017-03-06,-3.15,-8.6,-7.77,-51.37,0.27,-7.81
2017-03-07,3.38,3.38,3.38,-29.58,-0.43,-6.92
2017-03-08,-4.7,-4.7,-4.7,-69.03,-0.2,-5.41
2017-03-09,0.87,0.87,0.87,2.46,0.35,1.89
2017-03-10,3.29,3.29,3.29,44.79,-0.12,7.73
2017-03-13,10.43,2.63,5.53,-21.5,-0.18,0.87
2017-03-14,-14.38,-14.38,-14.38,-44.11,-0.07,-8.02
2017-03-15,7.82,7.82,7.82,112.73,0.11,19.81
2017-03-16,3.84,3.84,3.84,-15.55,0.34,-3.88
