Date,Natural1,Natural2,Natural3,Stock
2016-11-01,,,,
2016-11-02,13.43,13.43,4.55,-9000.0
2016-11-03,-13.93,-12.26,-12.26,-27000.0
2016-11-04,22.26,22.26,22.26,11000.0
2016-11-07,-3.86,-3.86,-3.86,13000.0
2016-11-08,5.15,5.15,5.15,4000.0
2016-11-09,-3.29,-3.29,4.84,-48000.0
2016-11-10,0.0,0.0,0.0,53000.0
2016-11-11,13.31,13.31,13.31,-51000.0
2016-11-14,-10.16,-10.16,-10.16,-45000.0
2016-11-15,-6.27,-6.27,-6.27,-14000.0
2016-11-16,11.84,11.84,-1.47,19000.0
2016-11-17,-13.6,9.48,9.48,10000.0
2016-11-18,3.56,3.56,3.56,18000.0
2016-11-21,-6.88,-6.88,-6.88,7000.0
2016-11-22,-6.33,-6.33,-6.33,47000.0
2016-11-23,8.25,8.25,-3.99,9000.0
2016-11-24,2.68,-10.79,-10.79,1000.0
2016-11-25,3.0,3.0,3.0,0.0
2016-11-28,0.09,0.09,0.09,27000.0
2016-11-29,7.23,7.23,7.23,0.0
2016-11-30,-3.28,-3.28,3.18,69000.0
2016-12-01,0.29,-0.49,-0.49,3000.0
2016-12-02,-3.99,-3.99,-3.99,-22000.0
2016-12-05,-11.08,-11.08,-11.08,-9000.0
2016-12-06,1.5,1.5,1.5,30000.0
2016-12-07,6.99,6.99,1.31,24000.0
2016-12-08,7.02,-5.74,-5.74,18000.0
2016-12-09,-0.28,-0.28,-0.28,-10000.0
2016-12-12,7.94,7.94,7.94,-28000.0
2016-12-13,-5.34,-5.34,-5.34,14000.0
2016-12-14,1.26,1.26,-10.87,11000.0
2016-12-15,7.9,-2.19,-2.19,-18000.0
2016-12-16,-4.05,-4.05,-4.05,34000.0
2016-12-19,8.35,8.35,8.35,2000.0
2016-12-20,0.34,0.34,0.34,17000.0
2016-12-21,9.55,9.55,2.07,-7000.0
2016-12-22,-16.32,0.7,0.7,4000.0
2016-12-23,-9.31,-9.31,-9.31,-27000.0
2016-12-26,13.76,13.76,13.76,16000.0
2016-12-27,8.51,8.51,8.51,1000.0
2016-12-28,3.88,3.88,-3.3,-11000.0
2016-12-29,0.83,-10.33,-10.33,14000.0
2016-12-30,3.66,3.66,3.66,0.0
2017-01-02,-10.49,-10.49,-10.49,3000.0
2017-01-03,9.64,9.64,9.64,19000.0
2017-01-04,3.39,3.39,-13.38,-16000.0
2017-01-05,0.6,18.54,18.54,-30000.0
2017-01-06,-0.45,-0.45,-0.45,32000.0
2017-01-09,-12.24,-12.24,-12.24,51000.0
2017-01-10,6.44,6.44,6.44,1000.0
2017-01-11,-9.1,-9.1,-6.58,52000.0
2017-01-12,1.24,0.53,0.53,26000.0
2017-01-13,-2.35,-2.35,-2.35,-67000.0
2017-01-16,-0.27,-0.27,-0.27,-40000.0
2017-01-17,9.51,9.51,9.51,15000.0
2017-01-18,0.02,0.02,-6.28,-1000.0
2017-01-19,-2.58,-3.06,-3.06,27000.0
2017-01-20,5.94,5.94,5.94,-14000.0
2017-01-23,-18.95,-18.95,-18.95,43000.0
2017-01-24,20.43,20.43,20.43,5000.0
2017-01-25,2.21,2.21,0.62,62000.0
2017-01-26,-5.34,-0.04,-0.04,25000.0
2017-01-27,5.42,5.42,5.42,0.0
2017-01-30,2.38,2.38,2.38,0.0
2017-01-31,-1.14,-1.14,-1.14,-22000.0
2017-02-01,0.91,0.91,-7.7,-17000.0
2017-02-02,6.61,-4.85,-4.85,12000.0
2017-02-03,7.48,7.48,7.48,5000.0
2017-02-06,7.74,7.74,7.74,5000.0
2017-02-07,-12.42,-12.42,-12.42,-37000.0
2017-02-08,1.05,1.05,1.17,-21000.0
2017-02-09,1.74,-1.54,-1.54,0.0
2017-02-10,5.81,5.81,5.81,-2000.0
2017-02-13,-1.76,-1.76,-1.76,-20000.0
2017-02-14,-10.55,-10.55,-10.55,-19000.0
2017-02-15,16.93,16.93,-7.23,7000.0
2017-02-16,-13.35,5.51,5.51,15000.0
2017-02-17,-5.46,-5.46,-5.46,-8000.0
2017-02-20,9.53,9.53,9.53,40000.0
2017-02-21,-2.57,-2.57,-2.57,14000.0
2017-02-22,-2.93,-2.93,-6.03,18000.0
2017-02-23,10.1,2.19,2.19,-6000.0
2017-02-24,1.86,1.86,1.86,-48000.0
2017-02-27,-4.29,-4.29,-4.29,-8000.0
2017-02-28,-5.68,-5.68,-5.68,19000.0
2017-03-01,3.02,3.02,1.26,0.0
2017-03-02,2.78,-4.38,-4.38,64000.0
2017-03-03,-3.17,-3.17,-3.17,-5000.0
2017-03-06,7.4,7.4,7.4,23000.0
2017-03-07,1.8,1.8,1.8,6000.0
2017-03-08,-7.56,-7.56,2.05,0.0
2017-03-09,5.34,2.16,2.16,0.0
2017-03-10,-5.31,-5.31,-5.31,-1000.0
2017-03-13,-7.71,-7.71,-7.71,21000.0
2017-03-14,17.58,17.58,17.58,38000.0
2017-03-15,-1.67,-1.67,2.14,2000.0
2017-03-16,-5.3,-0.77,-0.77,22000.0
2017-03-17,-13.92,-13.92,-13.92,28000.0
2017-03-20,23.02,23.02,23.02,-25000.0
2017-03-21,-4.23,-4.23,-4.23,33000.0
2017-03-22,5.92,5.92,-1.43,-5000.0
2017-03-23,-4.98,-3.66,-3.66,-33000.0
2017-03-24,-0.13,-0.13,-0.13,-15000.0
2017-03-27,14.26,14.26,14.26,-15000.0
2017-03-28,-22.46,-22.46,-22.46,14000.0
2017-03-29,12.46,12.46,-4.38,15000.0
2017-03-30,-1.88,0.28,0.28,10000.0
2017-03-31,0.25,0.25,0.25,-39000.0
2017-04-03,6.4,6.4,6.4,12000.0
2017-04-04,-3.69,-3.69,-3.69,32000.0
2017-04-05,-1.72,-1.72,-3.88,3000.0
2017-04-06,3.22,-4.0,-4.0,-15000.0
2017-04-07,-5.25,-5.25,-5.25,-12000.0
2017-04-10,2.87,2.87,2.87,17000.0
2017-04-11,6.86,6.86,6.86,-17000.0
2017-04-12,-6.15,-6.15,-0.48,15000.0
2017-04-13,4.96,5.97,5.97,26000.0
2017-04-14,-12.98,-12.98,-12.98,-20000.0
2017-04-17,10.69,10.69,10.69,-23000.0
2017-04-18,-0.6,-0.6,-0.6,-3000.0
2017-04-19,3.02,3.02,4.2,-30000.0
2017-04-20,5.84,-6.68,-6.68,-31000.0
2017-04-21,-14.09,-14.09,-14.09,24000.0
2017-04-24,-5.37,-5.37,-5.37,24000.0
2017-04-25,6.39,6.39,6.39,73000.0
2017-04-26,9.73,9.73,9.73,5000.0
2017-04-27,1.77,1.77,1.77,52000.0
2017-04-28,-3.99,-3.99,-3.99,39000.0
