Date,Natural1,Natural2,Natural3,Stock
2016-11-01,,,,
2016-11-02,-0.5,-0.5,-0.25,-0.37
2016-11-03,4.64,-5.83,-5.83,-0.22
2016-11-04,14.55,14.55,14.55,-0.5
2016-11-07,-8.28,-8.28,-8.28,1.71
2016-11-08,0.02,0.02,0.02,0.05
2016-11-09,-0.74,-0.74,5.39,-0.3
2016-11-10,0.76,-12.04,-12.04,-1.47
2016-11-11,5.81,5.81,5.81,0.32
2016-11-14,3.66,3.66,3.66,-0.9
2016-11-15,-2.19,-2.19,-2.19,0.75
2016-11-16,3.25,3.25,11.58,0.78
2016-11-17,-9.27,0.61,0.61,0.99
2016-11-18,-3.58,-3.58,-3.58,-0.29
2016-11-21,0.22,0.22,-7.25,0.51
2016-11-22,-7.25,3.14,-0.75,0.26
2016-11-23,4.64,-0.03,-0.03,-0.72
2016-11-25,-11.38,-11.38,-11.38,0.13
2016-11-28,4.38,4.38,4.38,0.08
2016-11-29,0.97,0.97,0.97,0.48
2016-11-30,0.53,0.53,3.99,-0.83
2016-12-01,3.98,-7.12,-7.12,-1.06
2016-12-02,3.49,3.49,3.49,0.05
2016-12-05,1.3,1.3,1.3,0.97
2016-12-06,-1.9,-1.9,-1.9,-0.27
2016-12-07,3.14,3.14,-6.35,1.42
2016-12-08,2.48,1.71,1.71,-0.36
2016-12-09,-5.31,-5.31,-5.31,0.96
2016-12-12,2.5,2.5,2.5,0.2
2016-12-13,-2.89,-2.89,-2.89,0.81
2016-12-14,3.15,3.15,-7.91,-0.3
2016-12-15,6.89,1.93,1.93,-0.1
2016-12-16,7.86,7.86,7.86,-0.28
2016-12-19,-9.6,-9.6,-9.6,1.32
2016-12-20,-0.2,-0.2,-0.2,-0.08
2016-12-21,4.79,4.79,-1.98,0.0
2016-12-22,-5.56,6.1,6.1,0.01
2016-12-23,-1.48,-1.48,-1.48,-0.31
2016-12-27,-12.38,-12.38,-12.38,0.04
2016-12-28,10.15,10.15,-1.99,-0.29
2016-12-29,-5.43,1.63,1.63,-0.09
2016-12-30,0.56,0.56,0.56,-0.76
2017-01-03,-7.34,-7.34,-7.34,0.44
2017-01-04,6.65,6.65,-2.61,-0.28
2017-01-05,2.62,2.17,2.17,0.0
2017-01-06,-5.71,-5.71,-5.71,0.54
2017-01-09,-5.91,-5.91,-5.91,-0.2
2017-01-10,3.39,3.39,3.39,-0.02
2017-01-11,1.43,1.43,-2.29,0.57
2017-01-12,-2.82,-3.24,-3.24,-0.58
2017-01-13,-0.57,-0.57,-0.57,0.09
