Date,Natural1,Natural2,Natural3,Stock
2016-11-01,,,,
2016-11-02,2.51,2.51,-4.55,0.1
2016-11-03,-0.32,36.37,36.37,0.01
2016-11-04,-13.64,-13.64,-13.64,0.23
2016-11-07,12.07,12.07,12.07,0.95
2016-11-08,-16.62,-16.62,-16.62,0.17
2016-11-09,12.44,12.44,20.19,0.04
2016-11-10,-20.39,42.31,42.31,-0.73
2016-11-11,-33.33,-33.33,-33.33,0.38
2016-11-14,-25.76,-25.76,-25.76,-0.56
2016-11-15,9.09,9.09,9.09,-0.08
2016-11-16,-10.0,-10.0,-23.83,0.55
2016-11-17,24.86,1.83,1.83,0.91
2016-11-18,10.99,10.99,10.99,-0.49
2016-11-21,1.32,1.32,11.5,0.18
2016-11-22,11.5,0.0,-1.43,0.43
2016-11-23,4.76,-12.86,-12.86,-0.37
2016-11-25,22.86,22.86,22.86,0.18
2016-11-28,-48.0,-48.0,-48.0,-0.51
2016-11-29,4.11,4.11,4.11,-0.38
2016-11-30,17.94,17.94,9.32,-0.56
2016-12-01,-16.31,-16.29,-16.29,0.58
2016-12-02,56.73,56.73,56.73,-0.19
2016-12-05,-38.72,-38.72,-38.72,1.39
2016-12-06,-12.74,-12.74,-12.74,-1.28
2016-12-07,4.28,4.28,1.47,1.53
2016-12-08,1.54,28.1,28.1,-0.55
2016-12-09,-3.01,-3.01,-3.01,0.17
2016-12-12,-19.33,-19.33,-19.33,-0.18
2016-12-13,2.38,2.38,2.38,0.76
2016-12-14,13.84,13.84,6.51,-0.51
2016-12-15,-7.53,5.48,5.48,-0.5
2016-12-16,-3.1,-3.1,-3.1,-0.37
2016-12-19,-11.99,-11.99,-11.99,-0.07
2016-12-20,-10.83,-10.83,-10.83,0.94
2016-12-21,-1.95,-1.95,32.57,0.51
2016-12-22,3.67,3.25,3.25,-0.16
2016-12-23,-8.74,-8.74,-8.74,-0.23
2016-12-27,-25.71,-25.71,-25.71,-0.62
2016-12-28,-7.75,-7.75,17.21,-0.27
2016-12-29,-0.98,37.37,37.37,0.04
2016-12-30,-23.33,-23.33,-23.33,-0.23
2017-01-03,-17.49,-17.49,-17.49,1.15
2017-01-04,-4.74,-4.74,22.12,1.09
2017-01-05,-9.66,4.64,4.64,-0.01
2017-01-06,3.17,3.17,3.17,0.85
2017-01-09,-14.71,-14.71,-14.71,-0.53
2017-01-10,12.96,12.96,12.96,-0.27
2017-01-11,-14.57,-14.57,15.91,-0.42
2017-01-12,-0.11,5.0,5.0,-0.29
2017-01-13,-7.78,-7.78,-7.78,0.52
2017-01-17,-25.88,-25.88,-25.88,0.73
2017-01-18,-2.22,-2.22,15.62,-0.38
